id;id_servicio;dias_sem_atencion;hora_inicial;hora_fin;num_afiliados
5891;5891;D; 01:49:37 ; 02:42:03 ;15
5892;5892;D; 22:06:44 ; 23:10:14 ;25
5893;5893;D; 08:24:35 ; 10:47:55 ;21
5894;5894;D; 19:12:44 ; 21:15:43 ;15
5895;5895;D; 04:57:38 ; 06:37:25 ;17
5896;5896;D; 03:53:23 ; 05:48:46 ;24
5897;5897;S; 13:48:14 ; 15:54:17 ;20
5898;5898;V; 12:13:21 ; 14:32:38 ;28
5899;5899;D; 15:55:41 ; 17:42:23 ;26
5900;5900;D; 21:23:45 ; 21:57:04 ;8
5901;5901;S; 17:09:41 ; 18:37:23 ;11
5902;5902;D; 23:22:15 ; 12:45:57 ;21
5903;5903;S; 07:08:10 ; 08:08:24 ;8
5904;5904;V; 16:30:02 ; 18:08:00 ;12
5905;5905;S; 20:03:56 ; 22:23:07 ;22
5906;5906;S; 01:57:18 ; 04:11:40 ;17
5907;5907;S; 00:59:24 ; 02:55:10 ;25
5908;5908;S; 13:22:06 ; 14:00:05 ;7
5909;5909;D; 06:43:03 ; 08:09:28 ;23
5910;5910;D; 19:43:01 ; 21:52:55 ;24
5911;5911;S; 00:42:00 ; 01:21:20 ;1
5912;5912;S; 09:36:54 ; 11:45:51 ;2
5913;5913;S; 14:52:37 ; 17:15:32 ;11
5914;5914;J; 04:23:42 ; 05:13:08 ;13
5915;5915;D; 17:01:39 ; 18:00:47 ;14
5916;5916;S; 22:07:21 ; 12:21:48 ;4
5917;5917;J; 13:58:56 ; 15:53:05 ;19
5918;5918;D; 15:03:16 ; 16:09:28 ;25
5919;5919;S; 21:27:16 ; 22:17:06 ;23
5920;5920;D; 17:47:19 ; 18:35:59 ;20
5921;5921;J; 20:23:11 ; 22:38:10 ;29
5922;5922;D; 19:05:19 ; 19:42:57 ;1
5923;5923;D; 22:24:53 ; 22:55:43 ;13
5924;5924;D; 03:05:59 ; 04:07:10 ;28
5925;5925;D; 12:05:39 ; 14:01:32 ;1
5926;5926;D; 11:26:33 ; 13:40:57 ;7
5927;5927;S; 16:59:23 ; 18:21:14 ;20
5928;5928;L; 18:37:43 ; 20:05:29 ;19
5929;5929;D; 02:57:33 ; 03:43:24 ;1
5930;5930;S; 12:47:40 ; 14:15:57 ;28
5931;5931;D; 15:29:04 ; 16:03:21 ;25
5932;5932;J; 02:19:25 ; 04:05:17 ;7
5933;5933;S; 22:22:49 ; 12:34:37 ;13
5934;5934;D; 13:04:17 ; 13:47:35 ;30
5935;5935;D; 06:32:11 ; 08:15:57 ;20
5936;5936;D; 19:19:25 ; 20:45:00 ;14
5937;5937;V; 15:21:37 ; 15:54:13 ;28
5938;5938;J; 18:51:29 ; 20:33:36 ;6
5939;5939;D; 14:56:29 ; 16:35:38 ;20
5940;5940;M; 05:55:31 ; 07:55:44 ;26
5941;5941;D; 16:19:35 ; 17:52:37 ;25
5942;5942;D; 07:33:37 ; 08:10:50 ;17
5943;5943;D; 13:39:42 ; 14:57:17 ;30
5944;5944;S; 02:27:18 ; 03:29:17 ;8
5945;5945;J; 21:27:08 ; 23:13:02 ;27
5946;5946;D; 08:27:21 ; 09:03:43 ;6
5947;5947;D; 15:23:46 ; 17:15:14 ;20
5948;5948;S; 18:37:56 ; 20:03:46 ;13
5949;5949;D; 19:04:32 ; 20:08:24 ;25
5950;5950;S; 02:17:50 ; 03:47:25 ;11
5951;5951;S; 10:05:23 ; 12:34:34 ;16
5952;5952;S; 23:05:55 ; 23:49:30 ;11
5953;5953;L; 01:21:42 ; 02:15:18 ;14
5954;5954;S; 14:19:41 ; 16:27:43 ;25
5955;5955;D; 21:01:29 ; 22:45:49 ;26
5956;5956;S; 01:22:09 ; 02:56:09 ;25
5957;5957;V; 22:34:45 ; 23:39:09 ;21
5958;5958;D; 17:50:50 ; 20:03:31 ;23
5959;5959;D; 22:32:22 ; 23:19:24 ;4
5960;5960;S; 08:39:36 ; 09:54:40 ;8
5961;5961;D; 20:51:05 ; 22:00:11 ;5
5962;5962;D; 18:07:50 ; 20:22:06 ;24
5963;5963;D; 23:21:24 ; 12:16:53 ;26
5964;5964;D; 04:54:59 ; 06:02:59 ;3
5965;5965;V; 16:39:53 ; 17:13:12 ;20
5966;5966;D; 04:29:18 ; 06:18:36 ;19
5967;5967;D; 16:48:59 ; 17:38:25 ;22
5968;5968;D; 06:02:04 ; 07:10:35 ;17
5969;5969;D; 22:57:13 ; 23:52:15 ;11
5970;5970;S; 12:17:22 ; 14:05:32 ;8
5971;5971;S; 02:03:44 ; 03:24:01 ;4
5972;5972;D; 16:02:49 ; 18:05:41 ;4
5973;5973;S; 08:13:05 ; 09:38:09 ;12
5974;5974;D; 10:24:11 ; 11:16:49 ;8
5975;5975;D; 22:35:08 ; 12:41:40 ;6
5976;5976;S; 02:32:38 ; 03:21:00 ;8
5977;5977;D; 05:52:11 ; 08:05:28 ;23
5978;5978;S; 13:36:39 ; 14:25:34 ;8
5979;5979;D; 00:11:47 ; 01:52:01 ;5
5980;5980;D; 11:22:46 ; 13:37:02 ;13
5981;5981;D; 01:57:23 ; 02:28:38 ;5
5982;5982;D; 17:08:58 ; 19:10:22 ;2
5983;5983;S; 17:23:16 ; 18:39:01 ;23
5984;5984;D; 08:30:08 ; 10:24:52 ;17
5985;5985;D; 17:57:26 ; 19:08:20 ;6
5986;5986;V; 02:36:01 ; 03:06:13 ;22
5987;5987;S; 17:16:47 ; 17:50:59 ;2
5988;5988;J; 06:29:54 ; 08:11:57 ;21
5989;5989;D; 10:57:32 ; 12:17:24 ;17
5990;5990;D; 16:15:00 ; 18:29:14 ;22
5991;5991;V; 07:43:21 ; 10:07:55 ;5
5992;5992;D; 14:08:22 ; 15:16:40 ;30
5993;5993;V; 03:21:55 ; 04:49:54 ;14
5994;5994;S; 14:07:48 ; 14:51:50 ;17
5995;5995;D; 17:23:30 ; 19:43:10 ;17
5996;5996;S; 23:21:57 ; 12:40:08 ;16
5997;5997;D; 01:07:11 ; 01:57:48 ;20
5998;5998;D; 08:10:36 ; 09:36:00 ;22
5999;5999;D; 04:54:35 ; 06:27:57 ;6
6000;6000;S; 15:56:59 ; 17:32:08 ;2
6001;6001;D; 18:36:30 ; 21:05:26 ;16
6002;6002;D; 05:32:03 ; 06:19:41 ;15
6003;6003;D; 07:38:39 ; 09:54:12 ;7
6004;6004;J; 06:22:13 ; 07:49:56 ;4
6005;6005;D; 00:17:58 ; 02:02:34 ;29
6006;6006;V; 16:40:59 ; 18:56:41 ;19
6007;6007;I; 12:45:42 ; 14:31:47 ;15
6008;6008;D; 22:32:24 ; 23:10:43 ;11
6009;6009;D; 07:13:36 ; 08:25:23 ;9
6010;6010;S; 00:12:39 ; 01:10:52 ;8
6011;6011;S; 21:32:15 ; 23:13:51 ;29
6012;6012;S; 14:07:14 ; 15:28:20 ;9
6013;6013;S; 20:40:48 ; 22:17:45 ;1
6014;6014;D; 02:47:34 ; 03:54:32 ;21
6015;6015;D; 02:47:59 ; 03:55:02 ;12
6016;6016;V; 23:40:01 ; 01:06:45 ;27
6017;6017;I; 05:16:02 ; 07:03:43 ;22
6018;6018;V; 20:10:35 ; 21:15:55 ;5
6019;6019;D; 20:55:51 ; 23:11:29 ;22
6020;6020;V; 00:49:30 ; 03:00:53 ;5
6021;6021;D; 06:00:13 ; 08:05:23 ;6
6022;6022;L; 12:14:39 ; 13:59:59 ;19
6023;6023;D; 11:01:43 ; 13:25:09 ;24
6024;6024;S; 05:00:16 ; 06:24:05 ;14
6025;6025;S; 00:37:53 ; 02:56:17 ;3
6026;6026;D; 23:03:36 ; 12:10:12 ;1
6027;6027;S; 10:47:46 ; 12:01:10 ;24
6028;6028;V; 11:46:16 ; 14:16:07 ;22
6029;6029;D; 01:35:27 ; 03:13:50 ;22
6030;6030;S; 07:07:18 ; 08:07:16 ;9
6031;6031;S; 21:48:56 ; 22:24:07 ;9
6032;6032;D; 14:09:03 ; 15:38:37 ;30
6033;6033;V; 21:21:25 ; 23:35:44 ;3
6034;6034;D; 19:14:08 ; 20:35:23 ;25
6035;6035;S; 16:13:47 ; 16:57:14 ;17
6036;6036;D; 19:19:10 ; 21:45:09 ;16
6037;6037;D; 23:36:30 ; 01:18:45 ;19
6038;6038;S; 23:38:35 ; 12:29:33 ;7
6039;6039;S; 12:00:56 ; 12:58:15 ;1
6040;6040;I; 18:39:30 ; 19:56:36 ;18
6041;6041;D; 20:36:39 ; 22:21:14 ;18
6042;6042;D; 15:15:21 ; 16:14:44 ;20
6043;6043;D; 12:05:10 ; 12:45:30 ;30
6044;6044;V; 23:55:58 ; 02:24:03 ;5
6045;6045;D; 11:11:01 ; 12:48:09 ;16
6046;6046;D; 19:39:44 ; 21:46:49 ;20
6047;6047;S; 13:12:26 ; 13:44:43 ;22
6048;6048;D; 15:07:53 ; 17:37:46 ;8
6049;6049;D; 05:11:34 ; 06:08:06 ;14
6050;6050;D; 22:01:15 ; 12:14:43 ;7
6051;6051;D; 05:38:42 ; 07:35:38 ;28
6052;6052;D; 13:15:08 ; 15:26:38 ;19
6053;6053;D; 18:38:02 ; 19:49:29 ;30
6054;6054;S; 13:33:56 ; 15:42:05 ;25
6055;6055;M; 04:03:58 ; 05:57:07 ;14
6056;6056;J; 08:13:21 ; 09:19:38 ;3
6057;6057;J; 17:43:39 ; 19:50:53 ;5
6058;6058;D; 22:57:22 ; 12:22:38 ;26
6059;6059;D; 07:31:20 ; 09:18:09 ;1
6060;6060;S; 09:40:47 ; 11:17:59 ;22
6061;6061;D; 02:49:18 ; 04:34:52 ;1
6062;6062;S; 06:09:21 ; 07:37:34 ;18
6063;6063;S; 01:09:04 ; 03:37:54 ;28
6064;6064;D; 22:45:25 ; 12:30:49 ;17
6065;6065;M; 03:53:47 ; 05:33:58 ;14
6066;6066;S; 09:45:55 ; 10:29:27 ;4
6067;6067;D; 03:45:18 ; 05:47:41 ;22
6068;6068;J; 03:26:45 ; 04:10:32 ;22
6069;6069;D; 09:22:22 ; 09:59:47 ;20
6070;6070;V; 02:15:48 ; 04:24:41 ;24
6071;6071;S; 14:30:16 ; 16:05:18 ;23
6072;6072;J; 23:23:45 ; 12:21:06 ;9
6073;6073;D; 08:24:39 ; 10:27:53 ;22
6074;6074;V; 03:59:54 ; 06:28:36 ;1
6075;6075;D; 01:36:07 ; 03:21:16 ;27
6076;6076;S; 01:59:42 ; 02:34:19 ;2
6077;6077;D; 09:22:55 ; 11:09:38 ;27
6078;6078;S; 14:14:44 ; 15:34:51 ;9
6079;6079;D; 13:25:46 ; 15:08:00 ;2
6080;6080;S; 12:40:58 ; 14:04:56 ;17
6081;6081;D; 12:12:55 ; 13:26:15 ;1
6082;6082;D; 10:33:24 ; 11:04:41 ;19
6083;6083;D; 04:43:07 ; 07:02:15 ;6
6084;6084;V; 08:24:30 ; 10:12:56 ;5
6085;6085;D; 17:35:37 ; 19:22:27 ;4
6086;6086;S; 12:20:16 ; 13:10:39 ;23
6087;6087;V; 05:50:53 ; 06:36:57 ;18
6088;6088;D; 07:14:37 ; 09:41:27 ;3
6089;6089;V; 00:57:25 ; 03:18:33 ;23
6090;6090;J; 18:42:43 ; 20:47:06 ;12
6091;6091;D; 16:29:03 ; 17:59:57 ;2
6092;6092;D; 19:34:46 ; 21:26:44 ;2
6093;6093;S; 04:35:55 ; 06:19:52 ;27
6094;6094;D; 05:45:04 ; 07:03:28 ;19
6095;6095;J; 12:32:40 ; 14:47:58 ;4
6096;6096;J; 23:33:16 ; 01:31:41 ;10
6097;6097;D; 03:12:29 ; 03:59:40 ;5
6098;6098;V; 02:03:31 ; 02:53:20 ;20
6099;6099;D; 13:40:02 ; 14:51:11 ;6
6100;6100;D; 17:07:13 ; 18:57:21 ;7
6101;6101;D; 18:32:53 ; 19:18:50 ;19
6102;6102;J; 20:35:17 ; 21:08:35 ;13
6103;6103;D; 14:48:25 ; 16:41:55 ;20
6104;6104;S; 02:51:02 ; 04:06:18 ;28
6105;6105;V; 17:53:00 ; 20:00:29 ;26
6106;6106;S; 12:37:10 ; 13:59:31 ;22
6107;6107;S; 06:23:35 ; 08:01:53 ;3
6108;6108;D; 17:03:15 ; 19:03:51 ;1
6109;6109;S; 15:41:44 ; 16:17:46 ;15
6110;6110;D; 22:38:54 ; 01:07:24 ;25
6111;6111;S; 17:14:50 ; 18:16:04 ;4
6112;6112;D; 12:46:58 ; 14:05:14 ;20
6113;6113;J; 04:37:39 ; 05:13:25 ;10
6114;6114;D; 18:06:27 ; 19:08:05 ;1
6115;6115;S; 06:32:52 ; 08:58:59 ;21
6116;6116;S; 23:06:28 ; 23:44:14 ;5
6117;6117;D; 02:17:47 ; 03:45:53 ;30
6118;6118;D; 00:22:19 ; 02:40:23 ;23
6119;6119;D; 23:55:47 ; 01:35:56 ;2
6120;6120;S; 05:32:15 ; 07:07:35 ;18
6121;6121;D; 03:16:06 ; 04:06:16 ;20
6122;6122;S; 22:45:30 ; 23:18:39 ;26
6123;6123;V; 18:43:14 ; 20:51:40 ;24
6124;6124;S; 05:14:23 ; 07:40:18 ;5
6125;6125;D; 22:28:45 ; 23:29:45 ;7
6126;6126;D; 06:41:40 ; 08:24:47 ;26
6127;6127;D; 13:26:06 ; 15:44:00 ;1
6128;6128;D; 11:52:20 ; 13:21:12 ;13
6129;6129;D; 11:32:32 ; 12:51:24 ;18
6130;6130;D; 18:51:34 ; 20:30:22 ;7
6131;6131;D; 15:14:04 ; 17:17:56 ;2
6132;6132;J; 10:20:52 ; 12:22:44 ;28
6133;6133;V; 00:14:44 ; 01:54:27 ;28
6134;6134;V; 13:31:11 ; 15:19:37 ;25
6135;6135;D; 20:26:52 ; 21:33:29 ;6
6136;6136;D; 20:05:16 ; 20:56:39 ;3
6137;6137;D; 18:53:18 ; 19:59:54 ;21
6138;6138;D; 17:36:09 ; 19:16:32 ;13
6139;6139;D; 23:30:40 ; 12:26:52 ;22
6140;6140;D; 00:57:34 ; 02:24:11 ;26
6141;6141;D; 17:00:18 ; 18:38:42 ;26
6142;6142;V; 03:19:58 ; 05:13:08 ;5
6143;6143;D; 10:23:28 ; 10:58:08 ;23
6144;6144;D; 18:34:00 ; 20:03:50 ;4
6145;6145;S; 03:57:00 ; 04:58:13 ;24
6146;6146;S; 15:07:47 ; 17:29:21 ;1
6147;6147;D; 19:19:43 ; 20:59:25 ;17
6148;6148;S; 02:31:58 ; 04:33:58 ;6
6149;6149;V; 11:23:54 ; 12:09:42 ;4
6150;6150;D; 09:24:44 ; 11:18:14 ;6
6151;6151;S; 14:56:53 ; 17:07:48 ;19
6152;6152;V; 05:40:33 ; 06:19:40 ;29
6153;6153;S; 12:27:42 ; 14:57:06 ;6
6154;6154;D; 08:08:51 ; 10:09:39 ;18
6155;6155;D; 11:45:35 ; 13:06:29 ;7
6156;6156;D; 09:47:02 ; 10:42:58 ;25
6157;6157;V; 15:55:59 ; 18:22:38 ;9
6158;6158;D; 22:01:56 ; 12:05:52 ;14
6159;6159;D; 02:33:37 ; 04:30:47 ;1
6160;6160;S; 02:16:48 ; 03:41:53 ;4
6161;6161;D; 12:02:23 ; 12:38:12 ;23
6162;6162;D; 06:40:47 ; 07:46:07 ;7
6163;6163;D; 18:50:35 ; 21:03:45 ;9
6164;6164;I; 18:41:51 ; 20:56:43 ;4
6165;6165;D; 08:08:04 ; 09:08:12 ;18
6166;6166;D; 11:03:10 ; 13:20:46 ;7
6167;6167;D; 08:51:38 ; 11:08:03 ;15
6168;6168;D; 09:06:08 ; 11:24:15 ;30
6169;6169;D; 07:39:39 ; 09:07:26 ;2
6170;6170;S; 04:18:25 ; 05:43:40 ;20
6171;6171;D; 18:11:28 ; 19:19:30 ;10
6172;6172;L; 01:02:44 ; 03:13:21 ;6
6173;6173;S; 05:40:04 ; 07:32:42 ;21
6174;6174;D; 23:39:25 ; 12:49:26 ;16
6175;6175;S; 15:10:18 ; 17:38:43 ;27
6176;6176;D; 09:17:45 ; 11:08:11 ;25
6177;6177;S; 16:15:48 ; 17:38:56 ;5
6178;6178;D; 14:29:08 ; 16:29:43 ;15
6179;6179;S; 10:19:16 ; 11:28:15 ;24
6180;6180;S; 22:06:32 ; 22:56:43 ;27
6181;6181;D; 11:03:48 ; 12:37:38 ;25
6182;6182;S; 07:59:53 ; 09:35:25 ;8
6183;6183;S; 20:10:42 ; 22:40:03 ;25
6184;6184;D; 11:48:06 ; 13:18:41 ;7
6185;6185;D; 17:54:52 ; 19:24:31 ;24
6186;6186;L; 09:29:02 ; 10:21:57 ;2
6187;6187;D; 17:41:03 ; 19:34:50 ;30
6188;6188;S; 06:34:54 ; 08:53:29 ;18
6189;6189;D; 06:37:48 ; 07:31:44 ;4
6190;6190;D; 07:01:15 ; 08:00:58 ;16
6191;6191;S; 11:29:53 ; 12:40:18 ;7
6192;6192;I; 11:30:51 ; 13:52:47 ;18
6193;6193;V; 08:28:54 ; 09:14:25 ;11
6194;6194;D; 02:29:51 ; 04:35:13 ;30
6195;6195;S; 01:13:38 ; 01:52:08 ;15
6196;6196;D; 11:55:02 ; 13:28:55 ;21
6197;6197;S; 10:03:00 ; 12:19:37 ;29
6198;6198;D; 17:34:39 ; 18:09:42 ;17
6199;6199;D; 13:01:00 ; 15:04:14 ;17
6200;6200;V; 11:58:58 ; 13:45:21 ;22
6201;6201;D; 07:45:31 ; 08:18:24 ;19
6202;6202;D; 12:47:54 ; 13:24:06 ;12
6203;6203;S; 09:43:00 ; 10:46:22 ;30
6204;6204;D; 18:11:21 ; 19:40:17 ;11
6205;6205;J; 21:45:13 ; 23:39:21 ;13
6206;6206;I; 22:36:28 ; 23:24:28 ;27
6207;6207;D; 19:09:59 ; 21:10:30 ;9
6208;6208;V; 11:05:30 ; 13:32:23 ;10
6209;6209;D; 07:42:16 ; 09:44:52 ;23
6210;6210;J; 18:39:34 ; 20:14:27 ;12
6211;6211;D; 01:47:46 ; 03:25:22 ;2
6212;6212;D; 20:56:11 ; 23:04:41 ;17
6213;6213;D; 13:11:51 ; 14:41:29 ;26
6214;6214;V; 10:38:54 ; 11:54:45 ;6
6215;6215;S; 17:42:05 ; 18:44:42 ;26
6216;6216;D; 05:41:30 ; 06:27:13 ;30
6217;6217;D; 07:59:35 ; 08:59:16 ;15
6218;6218;D; 15:58:38 ; 16:45:41 ;27
6219;6219;S; 23:53:37 ; 02:05:34 ;8
6220;6220;I; 11:30:07 ; 13:35:28 ;16
6221;6221;J; 18:56:11 ; 20:57:16 ;6
6222;6222;D; 00:53:25 ; 02:23:05 ;27
6223;6223;S; 20:06:57 ; 21:38:28 ;5
6224;6224;M; 22:10:54 ; 12:03:42 ;30
6225;6225;D; 01:55:23 ; 04:19:06 ;4
6226;6226;D; 16:36:40 ; 18:28:44 ;18
6227;6227;D; 05:25:27 ; 06:42:05 ;28
6228;6228;J; 04:58:29 ; 06:56:06 ;2
6229;6229;D; 03:34:33 ; 04:43:17 ;26
6230;6230;D; 18:50:50 ; 19:48:58 ;4
6231;6231;D; 02:13:50 ; 04:38:38 ;27
6232;6232;S; 19:35:23 ; 21:02:00 ;7
6233;6233;D; 18:52:50 ; 20:18:09 ;14
6234;6234;S; 22:42:32 ; 12:49:47 ;16
6235;6235;S; 16:18:03 ; 17:23:16 ;1
6236;6236;D; 21:58:41 ; 12:07:52 ;2
6237;6237;D; 20:42:57 ; 22:05:11 ;11
6238;6238;V; 12:39:13 ; 13:09:52 ;8
6239;6239;D; 06:01:35 ; 06:51:05 ;19
6240;6240;D; 19:34:19 ; 20:07:41 ;6
6241;6241;S; 06:50:05 ; 07:53:29 ;21
6242;6242;D; 19:44:02 ; 20:15:17 ;23
6243;6243;D; 22:37:09 ; 23:17:36 ;27
6244;6244;S; 03:44:54 ; 06:03:12 ;1
6245;6245;I; 20:41:42 ; 22:52:57 ;7
6246;6246;D; 20:46:10 ; 22:51:35 ;4
6247;6247;J; 12:22:46 ; 12:53:46 ;30
6248;6248;V; 10:50:07 ; 13:13:18 ;28
6249;6249;S; 10:22:55 ; 10:53:30 ;14
6250;6250;V; 16:55:05 ; 18:50:03 ;14
6251;6251;D; 09:56:50 ; 10:37:45 ;23
6252;6252;S; 14:55:41 ; 15:57:48 ;20
6253;6253;D; 12:58:50 ; 15:14:33 ;17
6254;6254;I; 12:39:35 ; 14:16:58 ;7
6255;6255;D; 11:17:07 ; 13:07:10 ;6
6256;6256;D; 22:24:35 ; 12:07:38 ;21
6257;6257;D; 15:42:31 ; 16:46:43 ;6
6258;6258;D; 02:45:43 ; 04:20:51 ;27
6259;6259;D; 00:48:02 ; 02:10:46 ;23
6260;6260;D; 05:26:47 ; 07:06:29 ;1
6261;6261;D; 18:17:52 ; 18:49:02 ;14
6262;6262;V; 19:56:49 ; 20:34:49 ;14
6263;6263;S; 09:38:03 ; 10:37:50 ;27
6264;6264;V; 16:32:46 ; 19:02:10 ;26
6265;6265;D; 04:43:24 ; 05:30:31 ;24
6266;6266;D; 02:12:40 ; 04:42:26 ;17
6267;6267;S; 06:03:30 ; 06:47:10 ;5
6268;6268;M; 04:11:39 ; 05:30:02 ;5
6269;6269;D; 15:09:44 ; 16:02:12 ;3
6270;6270;S; 17:45:59 ; 20:05:40 ;13
6271;6271;S; 21:23:10 ; 23:37:20 ;25
6272;6272;D; 05:07:36 ; 05:50:07 ;23
6273;6273;D; 07:29:46 ; 08:12:49 ;10
6274;6274;D; 01:48:53 ; 03:34:25 ;28
6275;6275;J; 16:03:42 ; 17:57:05 ;16
6276;6276;D; 03:51:02 ; 05:40:31 ;8
6277;6277;S; 04:49:10 ; 06:31:45 ;11
6278;6278;V; 16:51:44 ; 19:03:14 ;30
6279;6279;D; 06:20:11 ; 08:17:54 ;14
6280;6280;S; 14:08:36 ; 16:05:38 ;8
6281;6281;D; 03:00:09 ; 04:29:58 ;9
6282;6282;D; 09:18:32 ; 10:13:08 ;29
6283;6283;D; 13:21:05 ; 14:58:12 ;7
6284;6284;I; 11:23:18 ; 12:00:35 ;14
6285;6285;S; 00:13:49 ; 01:20:42 ;29
6286;6286;S; 22:14:44 ; 23:18:35 ;10
6287;6287;S; 08:20:42 ; 10:27:05 ;12
6288;6288;V; 10:57:18 ; 13:07:56 ;8
6289;6289;V; 00:22:29 ; 01:54:52 ;20
6290;6290;S; 11:15:04 ; 12:18:49 ;1
6291;6291;D; 12:24:56 ; 13:01:38 ;24
6292;6292;S; 16:53:50 ; 18:34:48 ;25
6293;6293;J; 05:55:16 ; 07:20:16 ;14
6294;6294;D; 22:11:39 ; 12:18:50 ;13
6295;6295;V; 03:52:27 ; 05:48:28 ;29
6296;6296;D; 07:40:12 ; 09:49:57 ;7
6297;6297;D; 18:48:41 ; 21:12:21 ;6
6298;6298;J; 02:12:34 ; 03:18:46 ;22
6299;6299;J; 18:25:41 ; 18:58:46 ;28
6300;6300;S; 15:10:01 ; 16:40:45 ;17
6301;6301;D; 01:37:29 ; 03:17:35 ;2
6302;6302;S; 00:33:56 ; 01:39:43 ;3
6303;6303;D; 19:57:52 ; 20:45:14 ;6
6304;6304;S; 07:28:00 ; 09:08:03 ;26
6305;6305;J; 17:08:58 ; 18:33:18 ;14
6306;6306;D; 10:50:52 ; 13:10:25 ;1
6307;6307;J; 14:39:48 ; 16:12:19 ;19
6308;6308;S; 07:19:47 ; 08:19:34 ;3
6309;6309;D; 04:56:44 ; 05:56:46 ;22
6310;6310;D; 11:36:32 ; 13:08:31 ;23
6311;6311;J; 23:07:30 ; 23:48:26 ;23
6312;6312;D; 16:18:34 ; 17:33:28 ;6
6313;6313;S; 15:57:23 ; 17:03:55 ;11
6314;6314;D; 09:33:32 ; 10:59:56 ;24
6315;6315;S; 04:57:14 ; 06:12:36 ;21
6316;6316;D; 00:22:04 ; 02:34:07 ;7
6317;6317;D; 11:37:44 ; 12:35:24 ;8
6318;6318;J; 19:32:59 ; 20:06:37 ;21
6319;6319;V; 04:15:02 ; 06:39:42 ;20
6320;6320;D; 03:25:49 ; 05:06:21 ;23
6321;6321;D; 08:56:27 ; 09:38:17 ;22
6322;6322;S; 02:25:50 ; 04:07:23 ;10
6323;6323;S; 18:33:28 ; 20:08:49 ;16
6324;6324;V; 16:45:47 ; 19:12:44 ;6
6325;6325;D; 09:28:38 ; 11:31:53 ;30
6326;6326;V; 16:30:11 ; 18:53:57 ;26
6327;6327;V; 01:18:49 ; 01:56:15 ;23
6328;6328;D; 16:20:01 ; 17:22:26 ;15
6329;6329;S; 00:35:21 ; 02:47:25 ;4
6330;6330;I; 21:42:58 ; 12:06:54 ;27
6331;6331;V; 21:18:27 ; 22:11:47 ;18
6332;6332;S; 14:20:56 ; 15:55:38 ;4
6333;6333;D; 21:47:56 ; 22:45:25 ;26
6334;6334;S; 00:07:47 ; 00:43:31 ;7
6335;6335;V; 19:47:42 ; 20:19:44 ;3
6336;6336;D; 17:16:13 ; 17:51:55 ;28
6337;6337;D; 21:28:46 ; 22:46:51 ;4
6338;6338;D; 12:01:25 ; 01:34:50 ;26
6339;6339;S; 10:59:22 ; 13:05:26 ;10
6340;6340;D; 09:08:24 ; 11:09:22 ;22
6341;6341;S; 17:30:25 ; 19:11:42 ;3
6342;6342;D; 11:30:31 ; 13:32:13 ;28
6343;6343;D; 14:54:07 ; 16:31:17 ;14
6344;6344;D; 06:06:51 ; 07:13:39 ;24
6345;6345;S; 22:06:03 ; 12:08:37 ;10
6346;6346;D; 18:06:21 ; 20:04:44 ;12
6347;6347;V; 10:59:19 ; 11:50:07 ;29
6348;6348;D; 07:39:43 ; 10:06:38 ;25
6349;6349;S; 13:30:56 ; 15:51:01 ;7
6350;6350;S; 13:20:03 ; 14:02:56 ;17
6351;6351;S; 22:39:34 ; 23:24:19 ;12
6352;6352;D; 22:44:14 ; 23:34:09 ;20
6353;6353;J; 18:55:40 ; 21:16:13 ;6
6354;6354;S; 19:22:44 ; 20:08:24 ;16
6355;6355;S; 09:34:44 ; 10:33:01 ;10
6356;6356;D; 20:35:56 ; 23:01:35 ;14
6357;6357;D; 14:59:12 ; 16:42:19 ;23
6358;6358;D; 15:58:28 ; 16:43:36 ;7
6359;6359;D; 21:30:51 ; 22:30:27 ;18
6360;6360;J; 12:33:04 ; 14:02:05 ;5
6361;6361;D; 00:58:35 ; 02:49:54 ;15
6362;6362;D; 14:18:35 ; 16:39:45 ;15
6363;6363;D; 09:51:41 ; 11:49:06 ;17
6364;6364;S; 02:21:28 ; 04:32:40 ;17
6365;6365;S; 18:46:18 ; 20:19:31 ;18
6366;6366;S; 19:13:39 ; 20:03:31 ;6
6367;6367;D; 08:34:21 ; 09:41:23 ;10
6368;6368;V; 23:17:33 ; 01:26:10 ;25
6369;6369;D; 23:10:12 ; 12:29:48 ;13
6370;6370;V; 04:38:52 ; 05:43:08 ;16
6371;6371;L; 07:36:34 ; 09:40:46 ;9
6372;6372;S; 21:17:34 ; 23:39:28 ;25
6373;6373;D; 01:44:51 ; 03:11:17 ;17
6374;6374;D; 17:31:06 ; 19:43:59 ;10
6375;6375;D; 01:20:14 ; 02:31:57 ;5
6376;6376;D; 22:36:47 ; 12:22:01 ;24
6377;6377;D; 10:57:49 ; 12:20:48 ;17
6378;6378;V; 17:53:21 ; 20:18:42 ;1
6379;6379;V; 10:45:44 ; 11:30:46 ;13
6380;6380;D; 10:38:24 ; 11:46:18 ;1
6381;6381;D; 17:14:49 ; 18:38:08 ;8
6382;6382;S; 07:46:34 ; 09:10:01 ;4
6383;6383;D; 17:24:39 ; 19:49:07 ;19
6384;6384;D; 17:08:41 ; 19:08:01 ;14
6385;6385;D; 12:23:10 ; 13:57:18 ;15
6386;6386;D; 23:07:29 ; 01:14:36 ;21
6387;6387;D; 13:40:21 ; 15:02:15 ;20
6388;6388;J; 08:23:52 ; 10:07:47 ;26
