iddepto,nomdepto,idmpio,nompio,codigohabilitacion,nombre,nitsnit,ese,direccion,telefono,najunombre,numerosedeprincipal
11,Bogotá D.C,11001,BOGOTÁ,1100122366,avances terapeuticos ips s.a.s,900435768,,Avenida Carrera 24 # 84-40,7468830,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100108995,ASOCIACION PROBIENESTAR DE LA FAMILIA COLOMBIANA PROFAMILIA,860013779,NO,CALLE 34 # 14 52,3390900,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100132022,SERVICIO MEDICO EMPRESARIAL S.A.S NUEVO SERME S.A.S,901053684,,CARRERA 26 # 12 B-68 PISO 2 LOCAL 2,2014904 3212945872 3012337482,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100127600,Centro Nacional de Enfermedades Huerfanas y Linfedema IPS SAS CENEH IPS SAS,900771147,,KR 16 # 82 29 CS 209,3104147 - 300 211 82 22,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100115941,B S P CORPOLASER LTDA,830146310,NO,KR 13 A No 102 86,6122605,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100122523,CTM DENTAL CARE ODONTOLOGIA ESPECIALIZADA SAS,900442494,,TRANSVERSAL 35 No 39 41 SUR,2706423,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100126377,SO-SIMETRIC S.A.S,900571645,,CARRERA 57 No 44 B - 21,7046061,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100109523,VIRREY SOLIS IPS. S.A.,800003765,NO,CRA 67 NO 4G 68,4473535,Privada,10
11,Bogotá D.C,11001,BOGOTÁ,1100122330,PRESTIGE DENTAL CARE PD CARE COLOMBIA S A PUDIENDO UTILIZAR EL NOMBRE DE PRESTIGE DENTAL CARE S A O PD CARE S A,900419061,,Calle 98 No 9a -46 PISO 3 oficina 301 B,6467458 ext 2258,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100121679,BIODENT LA VICTORIA S.A.S.,900392944,,diagonal 36 sur # 5-11 este L 201 Y P 3,3670415,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100129163,CLINICA DE MEDICINA Y CIRUGIA PLASTICA ESTETICA EMBELLECETE SAS,900393235,,AC 147 # 19 50 LC 6 Y 31,2743087 - 7048865 - 3106661949,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100103916,FUNDACION OFTALMOLOGICA NACIONAL,860048656,NO,CALLE 50 # 13 50,3487349,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100126679,RADIOLOGIADIGITALSAS,900584305,,Calle 115 # 55B 38,2362680,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100109651,FOQUS IPS SAS,830043220,NO,Calle 116- 9 - 72 CN 217. - Barrio:PEPE SIERRA,6044887,Privada,5
11,Bogotá D.C,11001,BOGOTÁ,1100118768,PRERESALUD S.A.S,830143723,NO,Kra27a#40a 94,6054140 - 3203976595,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100130163,RH POSITIVO SALUD IPS SAS,900951582,,CALLE 127D No. 53-80 LOC.101,3222845224,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100108371,FUNDACION LEONISTICA DE SALUD OCULAR,830013373,NO,CALLE 63 # 18 20,2100406,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100100218,SERVICIOS MEDICOS YUNIS TURBAY Y CIA SAS,860529151,NO,Avenida KRA 24 # 42 24 CONSULTORIOS 102 202 302 402 501,2329622,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100103113,PANORAMAX LTDA,800174947,NO,CALLE 49 # 9 21,3384312,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100104769,RESONANCIA MAGNETICA DE COLOMBIA LTDA.,800032418,NO,Carrera 16 A No. 82-37 PISO 2,6449200,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100131535,NEOCORTEX IPS SAS,901057748,,CARRERA 24 Nª85-29 PISO 1,7049710,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100119644,COLOMBIANEST SAS,900245825,NO,CALLE 23 66-46 CS 403,5704274,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100113508,MEDICINA LABORAL S.A.S,830142721,NO,KR 7 BIS A No. 123-86,7446346,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100110158,ORAL SALUD CLINICAS ODONTOLOGICAS SAS,830030160,,CL 8 SUR No 35 A -50,4082288/3123978525,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100117946,LABORATORIO DE CITOLOGIA Y PATOLOGIA EU Dra. Johanna Garavito Mazutier,900181665,,TV 94 # 84 - 25 CS 301 Y 305,2524906,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100121070,LIGA COLOMBIANA CONTRA EL CÁNCER,860006560,,Carrera 12 A Nº 77- 34,7441780 - 3133954584,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100100203,FUNDACION CEPYTIN,830111502,NO,CRA 73 No 7 C - 39,2921430,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100107939,CLINICA DE LA MUJER S.A.S.,800117564,NO,KR 19 C # 91 17,6161799- 3506005706,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100116439,CENTRO CIENTIFICO INTERNACIONAL DE MEDICINA BIOLOGICA SAS,830079801,NO,KR 24 # 45 A 33,2878211,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100126831,ARMONIA LASER IPS SAS,900668330,,Calle 116 No 9-72 Cons. 208,2131403,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100103338,FUNDACION SANTA MARIA,860006805,NO,AK 50 No 90-50,2568336,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100102166,REHABILITANDO SAS,830018645,NO,AV SUBA N° 115 58 TORRE A CONSULTORIOS 202 - 212 - 213,6247141,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100122150,CLINICA MEDICAL SAS,830507718,,Calle 36 Sur No 77 - 33,3168757999,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100123040,clinicas odontologicas smilecenter sas,900462399,,cra 77 A No 65A-32,4362075,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100100997,"ASOCIACION CENTRO DE ATENCION PARA NIÑOS CON TRASTORNOS SENSORIOMOTORES """"ACONIÑO""""""",800175839,NO,Cra 45A # 104B- 06,2566977- 2567115,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100124541,BIENESTARES CENTRO INTEGRAL DE MEDICINAS COMPLEMENTARIAS PARA EL MANEJO DEL DOLOR SAS,900552901,,CALLE 83 No. 19 - 36 CONSULTORIO 705,6160697 - 6359085,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100107737,"Congregación de Hermanas Franciscanas Misioneras de Maria Auxiliadora, Provincia María Auxiliadora",860028947,NO,CALLE 18 No 106-48,4155028,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100110152,BOGOTA LASER REFRACTIVE INSTITUTE S.A,830081128,NO,CL 113 # 7 45 TO B OF 1410 - 613,6294919,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100117929,SOCIEDAD DE CONSULTORIA Y PRESTACION DE SERVICIOS ANDAR S.A. SIGLA A & P ANDAR S.A.,900123162,,AC 80 N 69 K 27,6600800,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100117732,POLICLINICO DIAGNOSTICO DEL SUR E. U.,900160574,NO,CLL 27 SUR 19B -05 / 07,2091238,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100101624,MEDICANESTESIA S.A,860350624,NO,Avenida 9 # 116 20 CS 722 - 728 - 740,6122362,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100129579,SERVITRAUMAX SAS,900439194,,AC 116 # 16 45 PISO 1,6128135-3508264768,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100110816,JGC MEDISERVICIOS LTDA,800222326,NO,CARRERA 52 NO 67 A - 71 CONSULTORIO 212,6233368,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100115718,ASSISTANCE INTERNATIONAL,830118309,NO,KR 46 # 126-33,6205647,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100118233,CLINICA ORTHOESPECIALISTAS SAS,900194986,,Kr 16 #96-64 CS 307,57(1)6369521,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100101197,CENTRO MAMOGRAFICO S A S,860530669,NO,CRA 16 # 84 A 09 CONS 421 422,6217294,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100130294,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR E.S.E.,900958564,SI,Carrera 20 No. 47 B 35 Sur,4853551 - 4853715,Pública,1
11,Bogotá D.C,11001,BOGOTÁ,1100130285,SOCIEDAD OFTALMOLOGICA MFJ IPS S.A.S,900065662,,CRA 7 No. 72 64 CS 219,2556302,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100114524,KALIL & CABALLERO ODONTOLOGOS SAS,830510791,,CARRERA 23 # 124 - 70 COS 602,6371909-6298497,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100122052,CLINICA DENTAL NETWORK S.A.S,900265316,,Calle 103 NO.14a-10,6210533,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100128023,ASMED SALUD SAS,900767027,,DIAGONAL 5 A # 73- 05,3173816515,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100111622,CARDILOGICAS LTDA,800113386,NO,CL 45F # 16 A 11,3400439,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100121827,RehaSer S.A.S,900405007,,Carrera 20# 125 - 38 CONSULTORIOS 105 Y 106,2159912 3118803493,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100127682,GLOBAL HEALTH CARE SAS SIGLA GHC SAS,900537136,,AV BOYACA No. 64 F 92,4929949,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100125223,Constanza Gonzalez Sanchez SAS,900448997,,Av de las Americas No. 69-60,2604278 - 3153899348,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100108575,IPS CLINICA JOSE A RIVAS S.A.,800149169,NO,AK 19 N 100-28 - Barrio:CHICO,6163077,Privada,2
11,Bogotá D.C,11001,BOGOTÁ,1100114735,Fundación para el Servicio Integral de Atención Médica - Fundación SIAM,900034438,,CL 58 A # 35 A 12,2219283,Privada,2
11,Bogotá D.C,11001,BOGOTÁ,1100103270,SERVICIO DE INMUNOANALISIS DE BOGOTA LTDA-SIB LAB LTDA,800123007,NO,CALLE 50 # 8 24 CONS 306 307,3100186,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100124548,"CENTRO DE ESTIMULACION, REHABILITACION Y APRENDIZAJE SEMILLAS DE ESPERANZA S.A.S SIGLA: CERASES S.A.S",900550197,,CL 143 B # 143 A 14 Y 18,3175156113,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100125827,SOCIEDAD DE DIAGNOSTICO VISUAL SAS,900602873,,AK 9 # 116 - 20 AP 502,2142130,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100130903,GRUPO JOKMAC S.A.S,900498809,,Carrera 15A #122-42,4824474,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100129087,SOCIEDAD ESTETIC DENT SAS,900878184,,CR 27 No 4A-13/15,3705713 - 3125381444,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100117508,INVERSIONES TRIVAL S.A.S,830093422,NO,CALLE 100 No 23-44 cons 102,6241944-3102800896,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100101600,CARDIOLOG LABORATORIO DE CARDIOLOGIA INTEGRAL LIMITADA,800167356,,AC 127 # 20 78 CS 409 y 411,2593531-6156908,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100104261,INSTITUTO DE ESTUDIOS CIENTIFICOS EN ODONTOLOGIA S.A SIGLA IECO,830017652,NO,CL 150 NO. 16- 56 CONS 3-006 3-010 Y 1-139,6146447,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100125275,Emmanuel Instituto de Rehabilitacion y Habilitacion Infantil s.as,900259421,,Calle 17 #69b-06 - Barrio:Zona industrial,7433693-3007277428-3022874789,Privada,2
11,Bogotá D.C,11001,BOGOTÁ,1100122979,RED VIDA SAS,900450748,,Calle 127 Numero 71 - 20,7003973,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100101582,LABORATORIO VASCULAR ECOLAB Y COMPAÑIA LIMITADA,830017706,NO,KR 18 # 84 11 CS 603,6100818,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100100930,"FUNDACION CENTRO DE INVESTIGACION E INFORMACION EN DEFICIENCIAS AUDITIVAS-""""CINDA""""""",800223876,NO,CALLE 35 No. 17-24,5104341- 5106499- 5103829,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100121241,AYUDA MEDICA TERRITORIAL EN AMBULANCIAS AYMEDT AMBULANCIAS LTDA SIGLA AYMEDT AMBULANCIAS LTDA,900268094,,KR 4 # 28-07 SUR Piso2,5990689 - 3626503,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100129495,SOCIEDAD DE SERVICIOS INTEGRALES EN SALUD SAS.- SIGLA: SERVINSALUD IPS,900534245,,KRA 72A N 8 O6 LOCAL 7,3114560450,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100115528,CIUDAD SALUD COLOMBIA IPS SOCIEDAD POR ACCIONES SIMPLIFICADA. SIGLA CIUDAD SALUD COLOMBIA IPS S.A.S,830114141,NO,Diagonal 17 B No 90 - 64 Bodega 4,4127319 - 4246548,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100127547,Emotion Fit Center SAS,900748069,,ak 58 # 131 a - 06,3124344215,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100115707,DENTOLASER S.A.S.,830140988,NO,KR 21 # 56 03,3126688,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100127534,FUNDACION SAMAI PAZ Y ESPERANZA,900519775,,KR 107 A # 16 I - 39,4131787-3204842574-3014440596-,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100131632,UNIDAD CLÍNICA DEL SISTEMA NERVIOSO LIMITADA - RENOVAR LTDA,822001338,,CL 7 SUR # 7A - 63,8053361,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100107876,UNIFISIO LTDA,860078062,NO,CRA 23 # 45C-31 CONS 609 / 610,2875525,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100115867,PATOLOGIA DIAGNOSTICA LIMITADA,900081381,,AK 19 A # 116 19 (TV 26 # 116 19) CS 106,2147750,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100109666,CLINICA DEL OCCIDENTE S.A.,860090566,NO,AV DE LAS AMERICAS # 71 C 29,4254620 Ext 671,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100133344,CORPORAL FITNESS SAS,900970733,,CRA 71 NO 127-11,3013710913,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100115099,LINDE COLOMBIA S.A,860005114,NO,AK 14 No. 40A-04,5556939,Privada,2
11,Bogotá D.C,11001,BOGOTÁ,1100122788,CLINICA ODONTO LIFE SAS,900452703,,Cra 77 A N° 64 G- 04 piso 2,4308632,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100107411,LABORATORIO CLINICO DE MARLY DANIEL GAMBOA & CIA LTDA,800009646,NO,CALLE 50 # 9 67 INT 101,2454906,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100130640,INVERSIONES SANCHEZ & SALCEDO S.A.S,900557256,,CL 42 N° 66 - 42 PISO 1,3456755,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100117954,EVOLUTION DENTAL CENTER E.U,900178799,NO,CLL 119 #11D - 18 PRIMER PISO CONSULTORIOS 1 2 3 4 SEGUNDO PISO CONSULTORIO 5,2144987,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100119440,GRUPO CIMCO SAS.,900234969,NO,CL 45 N° 27 A 12,3680068,Privada,2
11,Bogotá D.C,11001,BOGOTÁ,1100129079,SEDOANESTESIA - ANESTESIA ESPECIALIZADA EN SEDACIÓN SAS - SIGLA SEDOANESTESIA SAS,900828854,,KR 17A Nº 119A-09 CS 109 A,5237397- 3156040165 - 3212149082,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100118539,CLÍNICA VASCULAR DE COLOMBIA-JORGE NAVARRO-MD S.A.S,900192709,NO,CARRERA 14 # 127-11 CONS 407,6581604,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100106971,FUNDACION ARTHUR STANLEY GILLOW,860016372,NO,AV. CALLE 100 # 11 B 04,6200937,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100128104,CLINICAS ODONTOLOGICAS SHEKINAH SAS SIGLA ODONTO SHEKINAH SAS,900781377,,CR 19A # 82 85 CONSULTORIO 220,6180233 - 3209490262,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100122385,ECLAT MEDICINA ESTETICA Y ANTIENVEJECIMIENTO SAS,900440912,,CARRERA 17 N. 106 - 16 CONSULTORIO 202 - 205,3132621954,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100103543,FOTOTERAPIA BOJANINI Y LOPEZ SAS,800236964,NO,CL 125 # 19 89 OFIC 404,6372151,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100122470,aerosanidad sas,900236791,,Avenida eldorado no.113-90,2205674-3002221245,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100125441,CLINICA SAN FRANCISCO DE ASIS SAS,900613550,,CALLE 16 16-80,5190707 ext 126,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100108120,GARCIA PEREZ MEDICA Y COMPAÑIA SAS,800231038,NO,CL 45 C # 22 02 PI 2,"3381215,3381216,2871949",Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100133457,SDO SALUD SOLUCIONES DIAGNOSTICAS SAS,901169356,,Calle 97 23-37 consultorio 707,3014511364,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100124096,GRUPO LABORAL OCUPACIONAL SAS,900451870,,KR 61 # 100-56 PISO 1,7512005 - 3164472404,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100120057,SERVICIOS MEDICOS VITAL HEALTH S.A.S,900282039,NO,CALLE 30 No 17 70,7447462,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100118234,PROGRAMA MADRE CANGURO INTEGRAL LTDA,900196201,NO,CALLE 44B No. 53-50,7458182,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100129372,Compañía Medica y Anestésica SAS,900899492,,Cra 20 No. 40-39 Ofc 202,2850656,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100130345,SALUD Y ATENCION A PERSONAS ADULTAS SAS SIGLA PERSADULT HOME SAS,900976655,,CALLE 65 No 7 49 OF 101,3480919 - 3165567763 - 3158231224,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100121020,REHABILITARTE PLUS SAS,900345805,,AV. SUBA Nº 106- A 28 CONSULTORIO 601,6139952 - 3212484879,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100119079,ORGANIZACION PRAGMA DE COLOMBIA S.A,900211766,,CALLE 122 Nº 23-28 PISO 1,7561298,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100132253,CENTRO INFANTIL PARA EL NEURODESARROLLO EN FAMILIA SAS - CINEFA,901082946,,"Carrera 7b bis # 132-38, Edificio Forest Medical Center Consultorio 605",7441827 - 3163794331,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100121876,CENTRO INTERNACIONAL INTEGRAL DE RESTAURACION - CIIR,830094001,,Carrera 27 A No. 4 A - 41,5996537,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100120598,Profesionales en Servicios Integrales de Salud SAS,900312960,NO,CRA 9 N° 53 - 58 OFICINA 311,3213303736,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100124093,FISIOS CENTRO DE TERAPIA SAS,900419172,,AK 45 # 106 25 OF 102 301 401,3046037530,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100107968,FUNDACION FE,860029566,NO,CRA 59 b No. 129 - 45,6240507,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100109098,FUNDACION PARA EL DESARROLLO DE LAS CIENCIAS DE LA COMUNICACIÓN SOCIAL FUNDEMOS,860050914,NO,CARRERA 16 A 79 - 94,546 06 40,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100102317,IMEVI SAS,830027558,NO,TRV. 60 No. 115 - 27/37,7462749,Privada,5
11,Bogotá D.C,11001,BOGOTÁ,1100128195,FUNDACION SARON,900375374,,CL 7A No. 71 B 23,2602527-4738789,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100129470,HSEQ UNIDAD MEDICA LABOR VITAL SAS,900891785,,CR 103 A N° 17 A 44,2983537 - 3114657196,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100110909,DDS LTDA CLINICA DE REHABILITACION DENTAL,830093411,,CL 97 A # 8 41,6104900,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100122807,VITALEM IPS SAS,900462440,,CRA 23 137 57,4788401,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100103863,OPTICA ALEMANA EYH SCHMIDT SA,860008392,NO,AC 19 # 9 47,2432917,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100121212,FUNDACION FENIMA,900353938,,CL 7a No. 71b - 75,2234297 - 2612465 - 3204861770,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100119603,ORGANIZACION VIHONCO IPS S.A.S.,900098985,NO,AV CALLE 127 #71 B 72,7464438,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100126268,RPA SALUD OCUPACIONAL LTDA,900638732,,KR 16 A # 75 65,3002725 3204386785,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100115235,ODONTOLOGIA ESPECIALIZADA COLOMBIANA CLINICAS DENTALES S.A.,900020963,NO,CL 108 14B 24,57 091 2154848,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100109831,SOMNARUM S.A.S,830001004,NO,CRA 19 # 84 - 17 CONSULTORIO 302,6366514/6366515,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100118933,E F FRESNEDA ODONTOLOGIA ESPECIALIZADA LTDA,900223876,NO,CL 20 SUR 18 04,2094996,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100118635,ESTACION DENTAL S.A.S.,900188667,NO,KR 47 A #114-19,6129930,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100129416,BIOSHAPE H&AE S.A.S,900882889,,CRA 17 A Nº 119 A - 90 LOCAL 101 PISO 1,3003676048,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100101443,OFTALMOS S.A.,860006626,NO,AV 100 No. 18 A 51,2563285,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100117389,CLINISUR IPS 1 LTDA,900148264,,Calle 27 Sur No 19-07,2784705,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100126917,Colcuidar Sociedad por acciones simplificada es decir COLCUIDAR SAS,900440926,,Calle 22 B#66-46 cons.504,3 15 59 17 / 313 8 35 78 45,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100103542,CENTRO INTEGRAL DE ATENCION EN SALUD MENTAL LTDA,800091030,,KR 49 N.102 A 06,2563890,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100103071,CENTRO MEDICO DE ORIENTACION LA GLORIA S.A.S SIGLA IPS LA GLORIA S.A.S,830062334,NO,CALLE 34 # 15 51,3402120,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100120538,AVENIR CIA LTDA,830062617,NO,Cl 50 Nº 8-24 CS 305,571-3498510,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100133350,TODO EN SALUD IPS SAS,901176438,,KR 89A # 82 09 PI 1,3124692716,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100121780,FUNDACION SAINT,900389726,,AK 45 No. 114-10 Sala 1,6028311,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100122577,CENTRO OFTALMOLOGICO GAVAVISION EU,900106018,,AV CARACAS CARRERA 14 NO. 38-34,3102188167,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100119152,GELAWEL SOCIEDAD ANONIMA,900109291,,CL 119 No. 12 25 piso 1,6193820,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100126688,CENTRO MEDICO CURARE SAS,900661728,,Calle 23 N°4A- 36,2837334,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100121172,SERVICIOS MEDICOS M S LTDA,860353462,,CALLE 50 N° 8-27 OFICINA 204,2326120 - 3436600 EXT 1529,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100122219,MAXIDENT CEDRITOS CLINICAS ODONTOLÓGICAS SAS,900429728,,Cra.19D No 63-14 Sur P 2,7 170102,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100105715,CENTRO DE PSICOLOGIA Y APRENDIZAJE INTEGRAL CEMPAI LTDA,830012332,NO,CALLE 144 No. 23 - 06,5204786 - 3108176600,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100100732,OPTICA DR MENDEZ S A S,860513677,NO,CRA 13 # 42 08,2859753,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100123371,inversiones sequoia colombia S.A.S,900485519,,calle97#23-10,7442740-7452727,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100117255,CIFEL CENTRO DE INVESTIGACION EN FISIATRIA Y ELECTRODIAGNOSTICO S.A.S. Sigla: CIFEL S.A.S,900129308,NO,AV AMERICAS # 59-29,3175759331-3005627130,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100116450,TPF CIRUJANOS Y CIA LTDA- NUEVA CLINICA LOS CEDROS,900090619,NO,CL 137 # 19 42,7433956,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100103106,CENTRO DE ANALISIS MOLECULAR S.A,830048477,NO,AK 45 No. 150-10,6153629,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100107567,CENTRO OFTALMOLOGICO OLSABE S.A.S,800169433,NO,CALLE 120 # 7 38,6191669,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100101010,INVERSIONES EN RECREACION DEPORTE Y SALUD S.A Y PODRA TAMBIEN DESIGNARSE CON LA SIGLA BODYTECH,830033206,NO,carrera 19 B # 83-11,7442222- EXT 40257 CELULAR 3204885617,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100127099,Art Medica S.A.S,900298928,,trasversal 27a # 53b -96 Piso 1 Consultorio 1 sala de procedimientos menores Piso 2 Consultorio 2 Consultorio 3 Consultorio 4 Consultorio 5 Consultorio 6.,6062057,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100128192,Visión medica de Ambulancias SAS,900657285,,CL 25 SUR # 69C 69,2607804 - 3132171133,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100110006,SOCIEDAD DE SERVICIOS OCULARES SAS,800119574,NO,Carrera 16 No. 82 - 51 Piso dos,6181044,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100103708,OPTILASER S.A,830020842,NO,CALLE 127 A # 7 - 53 OFICINA 4005 CONSULTORIOS 6002 - 6003 - 6004,7436009 - 3184941364,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100111042,COORDINADORA DE SERVICIOS Y REPRESENTACIONES LTDA COORDISER LTDA,830050204,NO,AVENIDA CALLE 24 No 81 C - 79,3002139883 - 8054527,Privada,1
