"ID","ID_CONSULTA","ID_CONSULTA_URGENCIA","ID_HOSPITALIZACION","ID_EXAMENES","ID_TERAPIAS","ID_PROCEDIMIENTO_ESPECIALIZADO","ID_IPS","HABILITADO"
2434,,1234,,,,,63,"T"
2435,,1235,,,,,60,"T"
2436,,1236,,,,,51,"T"
2437,,1237,,,,,26,"T"
2438,,1238,,,,,63,"T"
2439,,1239,,,,,70,"T"
2440,,1240,,,,,89,"F"
2441,,1241,,,,,43,"F"
2442,,1242,,,,,55,"T"
2443,,1243,,,,,21,"F"
2444,,1244,,,,,17,"F"
2445,,1245,,,,,82,"F"
2446,,1246,,,,,42,"F"
2447,,1247,,,,,2,"F"
2448,,1248,,,,,46,"T"
2449,,1249,,,,,52,"T"
2450,,1250,,,,,36,"T"
2451,,1251,,,,,81,"F"
2452,,1252,,,,,15,"F"
2453,,1253,,,,,67,"T"
2454,,1254,,,,,7,"F"
2455,,1255,,,,,16,"T"
2456,,1256,,,,,88,"F"
2457,,1257,,,,,10,"F"
2458,,1258,,,,,37,"F"
2459,,1259,,,,,76,"F"
2460,,1260,,,,,15,"F"
2461,,1261,,,,,72,"T"
2462,,1262,,,,,88,"T"
2463,,1263,,,,,71,"F"
2464,,1264,,,,,38,"F"
2465,,1265,,,,,12,"T"
2466,,1266,,,,,38,"T"
2467,,1267,,,,,57,"F"
2468,,1268,,,,,93,"T"
2469,,1269,,,,,53,"T"
2470,,1270,,,,,66,"T"
2471,,1271,,,,,56,"F"
2472,,1272,,,,,61,"T"
2473,,1273,,,,,34,"T"
2474,,1274,,,,,10,"T"
2475,,1275,,,,,69,"F"
2476,,1276,,,,,26,"F"
2477,,1277,,,,,96,"F"
2478,,1278,,,,,23,"T"
2479,,1279,,,,,89,"F"
2480,,1280,,,,,85,"F"
2481,,1281,,,,,24,"F"
2482,,1282,,,,,19,"T"
2483,,1283,,,,,34,"F"
2484,,1284,,,,,86,"F"
2485,,1285,,,,,23,"T"
2486,,1286,,,,,12,"T"
2487,,1287,,,,,24,"F"
2488,,1288,,,,,53,"T"
2489,,1289,,,,,77,"T"
2490,,1290,,,,,68,"T"
2491,,1291,,,,,2,"T"
2492,,1292,,,,,21,"T"
2493,,1293,,,,,27,"F"
2494,,1294,,,,,26,"F"
2495,,1295,,,,,48,"T"
2496,,1296,,,,,57,"T"
2497,,1297,,,,,63,"F"
2498,,1298,,,,,54,"F"
2499,,1299,,,,,51,"T"
2500,,1300,,,,,9,"F"
2501,,1301,,,,,60,"T"
2502,,1302,,,,,4,"F"
2503,,1303,,,,,67,"F"
2504,,1304,,,,,61,"F"
2505,,1305,,,,,96,"F"
2506,,1306,,,,,98,"T"
2507,,1307,,,,,84,"F"
2508,,1308,,,,,20,"F"
2509,,1309,,,,,22,"F"
2510,,1310,,,,,38,"F"
2511,,1311,,,,,27,"F"
2512,,1312,,,,,97,"F"
2513,,1313,,,,,34,"T"
2514,,1314,,,,,89,"F"
2515,,1315,,,,,75,"T"
2516,,1316,,,,,2,"F"
2517,,1317,,,,,77,"T"
2518,,1318,,,,,77,"T"
2519,,1319,,,,,30,"F"
2520,,1320,,,,,33,"T"
2521,,1321,,,,,12,"F"
2522,,1322,,,,,32,"T"
2523,,1323,,,,,14,"F"
2524,,1324,,,,,3,"T"
2525,,1325,,,,,38,"F"
2526,,1326,,,,,2,"T"
2527,,1327,,,,,39,"F"
2528,,1328,,,,,42,"F"
2529,,1329,,,,,93,"F"
2530,,1330,,,,,73,"T"
2531,,1331,,,,,93,"T"
2532,,1332,,,,,46,"T"
2533,,1333,,,,,13,"F"
2534,,1334,,,,,33,"T"
2535,,1335,,,,,78,"T"
2536,,1336,,,,,87,"T"
2537,,1337,,,,,78,"T"
2538,,1338,,,,,94,"F"
2539,,1339,,,,,98,"F"
2540,,1340,,,,,67,"F"
2541,,1341,,,,,85,"T"
2542,,1342,,,,,40,"F"
2543,,1343,,,,,34,"T"
2544,,1344,,,,,79,"T"
2545,,1345,,,,,91,"T"
2546,,1346,,,,,2,"F"
2547,,1347,,,,,3,"F"
2548,,1348,,,,,14,"F"
2549,,1349,,,,,78,"T"
2550,,1350,,,,,28,"F"
2551,,1351,,,,,22,"F"
2552,,1352,,,,,59,"T"
2553,,1353,,,,,25,"F"
2554,,1354,,,,,85,"T"
2555,,1355,,,,,43,"F"
2556,,1356,,,,,81,"T"
2557,,1357,,,,,90,"T"
2558,,1358,,,,,32,"F"
2559,,1359,,,,,15,"F"
2560,,1360,,,,,68,"F"
2561,,1361,,,,,19,"T"
2562,,1362,,,,,24,"F"
2563,,1363,,,,,58,"T"
2564,,1364,,,,,44,"T"
2565,,1365,,,,,95,"F"
2566,,1366,,,,,59,"F"
2567,,1367,,,,,90,"F"
2568,,1368,,,,,95,"F"
2569,,1369,,,,,23,"T"
2570,,1370,,,,,42,"F"
2571,,1371,,,,,70,"T"
2572,,1372,,,,,25,"F"
2573,,1373,,,,,86,"F"
2574,,1374,,,,,84,"T"
2575,,1375,,,,,26,"F"
2576,,1376,,,,,1,"F"
2577,,1377,,,,,27,"F"
2578,,1378,,,,,39,"F"
2579,,1379,,,,,45,"F"
2580,,1380,,,,,100,"T"
2581,,1381,,,,,51,"F"
2582,,1382,,,,,46,"T"
2583,,1383,,,,,88,"F"
2584,,1384,,,,,69,"T"
2585,,1385,,,,,19,"T"
2586,,1386,,,,,60,"T"
2587,,1387,,,,,15,"T"
2588,,1388,,,,,6,"T"
2589,,1389,,,,,67,"F"
2590,,1390,,,,,93,"T"
2591,,1391,,,,,41,"T"
2592,,1392,,,,,75,"T"
2593,,1393,,,,,8,"F"
2594,,1394,,,,,89,"T"
2595,,1395,,,,,33,"T"
2596,,1396,,,,,15,"F"
2597,,1397,,,,,23,"F"
2598,,1398,,,,,15,"T"
2599,,1399,,,,,7,"T"
2600,,1400,,,,,71,"F"
2601,,1401,,,,,9,"F"
2602,,1402,,,,,1,"T"
2603,,1403,,,,,3,"T"
2604,,1404,,,,,8,"T"
2605,,1405,,,,,8,"F"
2606,,1406,,,,,99,"F"
2607,,1407,,,,,67,"T"
2608,,1408,,,,,38,"F"
2609,,1409,,,,,69,"F"
2610,,1410,,,,,79,"F"
2611,,1411,,,,,63,"T"
2612,,1412,,,,,18,"F"
2613,,1413,,,,,90,"F"
2614,,1414,,,,,85,"T"
2615,,1415,,,,,6,"T"
2616,,1416,,,,,46,"F"
2617,,1417,,,,,17,"T"
2618,,1418,,,,,35,"T"
2619,,1419,,,,,59,"T"
2620,,1420,,,,,80,"F"
2621,,1421,,,,,53,"T"
2622,,1422,,,,,82,"T"
2623,,1423,,,,,62,"T"
2624,,1424,,,,,74,"T"
2625,,1425,,,,,72,"F"
2626,,1426,,,,,68,"F"
2627,,1427,,,,,98,"T"
2628,,1428,,,,,84,"F"
2629,,1429,,,,,49,"F"
2630,,1430,,,,,23,"F"
2631,,1431,,,,,72,"T"
2632,,1432,,,,,25,"T"
2633,,1433,,,,,82,"F"
2634,,1434,,,,,71,"F"
2635,,1435,,,,,51,"F"
2636,,1436,,,,,80,"T"
2637,,1437,,,,,19,"F"
2638,,1438,,,,,30,"T"
2639,,1439,,,,,92,"F"
2640,,1440,,,,,24,"F"
2641,,1441,,,,,70,"F"
2642,,1442,,,,,96,"F"
2643,,1443,,,,,48,"F"
2644,,1444,,,,,29,"F"
2645,,1445,,,,,16,"T"
2646,,1446,,,,,56,"T"
2647,,1447,,,,,98,"F"
2648,,1448,,,,,54,"F"
2649,,1449,,,,,63,"F"
2650,,1450,,,,,24,"F"
2651,,1451,,,,,39,"F"
2652,,1452,,,,,76,"T"
2653,,1453,,,,,61,"F"
2654,,1454,,,,,55,"T"
2655,,1455,,,,,71,"T"
2656,,1456,,,,,90,"T"
2657,,1457,,,,,16,"F"
2658,,1458,,,,,53,"F"
2659,,1459,,,,,86,"T"
2660,,1460,,,,,99,"T"
2661,,1461,,,,,96,"T"
2662,,1462,,,,,9,"T"
2663,,1463,,,,,9,"F"
2664,,1464,,,,,28,"T"
2665,,1465,,,,,2,"T"
2666,,1466,,,,,63,"F"
2667,,1467,,,,,93,"F"
2668,,1468,,,,,4,"T"
2669,,1469,,,,,100,"T"
2670,,1470,,,,,19,"T"
2671,,1471,,,,,88,"T"
2672,,1472,,,,,39,"T"
2673,,1473,,,,,17,"F"
2674,,1474,,,,,4,"T"
2675,,1475,,,,,51,"T"
2676,,1476,,,,,38,"F"
2677,,1477,,,,,92,"F"
2678,,1478,,,,,57,"T"
2679,,1479,,,,,96,"F"
2680,,1480,,,,,40,"F"
2681,,1481,,,,,43,"F"
2682,,1482,,,,,88,"F"
2683,,1483,,,,,17,"T"
2684,,1484,,,,,53,"F"
2685,,1485,,,,,69,"T"
2686,,1486,,,,,32,"F"
2687,,1487,,,,,75,"F"
2688,,1488,,,,,85,"T"
2689,,1489,,,,,41,"F"
2690,,1490,,,,,59,"F"
2691,,1491,,,,,80,"F"
2692,,1492,,,,,91,"F"
2693,,1493,,,,,9,"F"
2694,,1494,,,,,84,"T"
2695,,1495,,,,,75,"F"
2696,,1496,,,,,84,"T"
2697,,1497,,,,,36,"F"
2698,,1498,,,,,54,"F"
2699,,1499,,,,,36,"T"
2700,,1500,,,,,53,"F"
2701,,1501,,,,,19,"F"
2702,,1502,,,,,63,"T"
2703,,1503,,,,,15,"F"
2704,,1504,,,,,6,"T"
2705,,1505,,,,,17,"T"
2706,,1506,,,,,73,"T"
2707,,1507,,,,,52,"T"
2708,,1508,,,,,86,"F"
2709,,1509,,,,,77,"F"
2710,,1510,,,,,55,"F"
2711,,1511,,,,,55,"T"
2712,,1512,,,,,70,"F"
2713,,1513,,,,,92,"T"
2714,,1514,,,,,79,"F"
2715,,1515,,,,,40,"T"
2716,,1516,,,,,8,"F"
2717,,1517,,,,,40,"F"
2718,,1518,,,,,63,"T"
2719,,1519,,,,,35,"T"
2720,,1520,,,,,31,"F"
2721,,1521,,,,,32,"T"
2722,,1522,,,,,80,"F"
2723,,1523,,,,,28,"F"
2724,,1524,,,,,13,"T"
2725,,1525,,,,,16,"F"
2726,,1526,,,,,82,"F"
2727,,1527,,,,,20,"F"
2728,,1528,,,,,82,"T"
2729,,1529,,,,,60,"T"
2730,,1530,,,,,11,"F"
2731,,1531,,,,,35,"T"
2732,,1532,,,,,9,"T"
2733,,1533,,,,,21,"T"
2734,,1534,,,,,69,"F"
2735,,1535,,,,,96,"F"
2736,,1536,,,,,6,"F"
2737,,1537,,,,,55,"F"
2738,,1538,,,,,24,"T"
2739,,1539,,,,,50,"F"
2740,,1540,,,,,22,"F"
2741,,1541,,,,,56,"F"
2742,,1542,,,,,83,"T"
2743,,1543,,,,,19,"T"
2744,,1544,,,,,42,"T"
2745,,1545,,,,,98,"T"
2746,,1546,,,,,84,"T"
2747,,1547,,,,,75,"T"
2748,,1548,,,,,93,"F"
2749,,1549,,,,,80,"F"
2750,,1550,,,,,14,"F"
2751,,1551,,,,,49,"T"
2752,,1552,,,,,38,"T"
2753,,1553,,,,,84,"F"
2754,,1554,,,,,98,"F"
2755,,1555,,,,,38,"F"
2756,,1556,,,,,67,"T"
2757,,1557,,,,,37,"F"
2758,,1558,,,,,1,"T"
2759,,1559,,,,,16,"T"
2760,,1560,,,,,60,"F"
2761,,1561,,,,,61,"F"
2762,,1562,,,,,63,"F"
2763,,1563,,,,,66,"T"
2764,,1564,,,,,19,"F"
2765,,1565,,,,,100,"T"
2766,,1566,,,,,10,"F"
2767,,1567,,,,,71,"T"
2768,,1568,,,,,49,"T"
2769,,1569,,,,,57,"F"
2770,,1570,,,,,4,"F"
2771,,1571,,,,,15,"T"
2772,,1572,,,,,2,"F"
2773,,1573,,,,,58,"T"
2774,,1574,,,,,56,"F"
2775,,1575,,,,,71,"T"
2776,,1576,,,,,65,"T"
2777,,1577,,,,,29,"F"
2778,,1578,,,,,46,"F"
2779,,1579,,,,,49,"T"
2780,,1580,,,,,40,"T"
2781,,1581,,,,,61,"T"
2782,,1582,,,,,4,"T"
2783,,1583,,,,,37,"F"
2784,,1584,,,,,26,"F"
2785,,1585,,,,,34,"F"
2786,,1586,,,,,13,"F"
2787,,1587,,,,,77,"T"
2788,,1588,,,,,16,"T"
2789,,1589,,,,,52,"T"
2790,,1590,,,,,70,"F"
2791,,1591,,,,,38,"F"
2792,,1592,,,,,91,"F"
2793,,1593,,,,,92,"F"
2794,,1594,,,,,45,"F"
2795,,1595,,,,,40,"T"
2796,,1596,,,,,34,"F"
2797,,1597,,,,,50,"T"
2798,,1598,,,,,56,"F"
2799,,1599,,,,,6,"F"
2800,,1600,,,,,13,"T"
2801,,1601,,,,,99,"T"
2802,,1602,,,,,12,"F"
2803,,1603,,,,,62,"T"
2804,,1604,,,,,38,"T"
2805,,1605,,,,,42,"T"
2806,,1606,,,,,76,"F"
2807,,1607,,,,,85,"F"
2808,,1608,,,,,68,"F"
2809,,1609,,,,,15,"F"
2810,,1610,,,,,42,"F"
2811,,1611,,,,,61,"F"
2812,,1612,,,,,6,"T"
2813,,1613,,,,,97,"F"
2814,,1614,,,,,4,"F"
2815,,1615,,,,,45,"T"
2816,,1616,,,,,24,"F"
2817,,1617,,,,,20,"T"
2818,,1618,,,,,8,"F"
2819,,1619,,,,,91,"F"
2820,,1620,,,,,100,"F"
2821,,1621,,,,,21,"F"
2822,,1622,,,,,56,"F"
2823,,1623,,,,,99,"T"
2824,,1624,,,,,41,"T"
2825,,1625,,,,,45,"T"
2826,,1626,,,,,86,"F"
2827,,1627,,,,,52,"T"
2828,,1628,,,,,85,"F"
2829,,1629,,,,,56,"T"
2830,,1630,,,,,28,"F"
2831,,1631,,,,,30,"F"
2832,,1632,,,,,3,"T"
2833,,1633,,,,,16,"T"
2834,,1634,,,,,95,"T"
2835,,1635,,,,,31,"T"
2836,,1636,,,,,90,"T"
2837,,1637,,,,,92,"T"
2838,,1638,,,,,88,"T"
2839,,1639,,,,,32,"F"
2840,,1640,,,,,82,"F"
2841,,1641,,,,,86,"T"
2842,,1642,,,,,33,"T"
2843,,1643,,,,,51,"T"
2844,,1644,,,,,51,"F"
2845,,1645,,,,,88,"T"
2846,,1646,,,,,10,"F"
2847,,1647,,,,,39,"F"
2848,,1648,,,,,28,"F"
2849,,1649,,,,,5,"T"
2850,,1650,,,,,57,"T"
2851,,1651,,,,,59,"T"
2852,,1652,,,,,35,"F"
2853,,1653,,,,,43,"F"
2854,,1654,,,,,26,"F"
2855,,1655,,,,,1,"T"
2856,,1656,,,,,59,"T"
2857,,1657,,,,,97,"T"
2858,,1658,,,,,70,"T"
2859,,1659,,,,,55,"T"
2860,,1660,,,,,78,"F"
2861,,1661,,,,,27,"T"
2862,,1662,,,,,7,"F"
2863,,1663,,,,,19,"T"
2864,,1664,,,,,63,"F"
2865,,1665,,,,,21,"F"
2866,,1666,,,,,27,"F"
2867,,1667,,,,,2,"T"
2868,,1668,,,,,89,"F"
2869,,1669,,,,,46,"T"
2870,,1670,,,,,79,"T"
2871,,1671,,,,,95,"F"
2872,,1672,,,,,51,"F"
2873,,1673,,,,,52,"F"
2874,,1674,,,,,63,"T"
2875,,1675,,,,,37,"T"
2876,,1676,,,,,36,"T"
2877,,1677,,,,,15,"F"
2878,,1678,,,,,83,"T"
2879,,1679,,,,,75,"F"
2880,,1680,,,,,33,"F"
2881,,1681,,,,,99,"F"
2882,,1682,,,,,48,"T"
2883,,1683,,,,,68,"T"
2884,,1684,,,,,84,"T"
2885,,1685,,,,,47,"T"
2886,,1686,,,,,82,"F"
2887,,1687,,,,,42,"F"
2888,,1688,,,,,66,"F"
2889,,1689,,,,,58,"T"
2890,,1690,,,,,8,"F"
2891,,1691,,,,,33,"T"
2892,,1692,,,,,55,"F"
2893,,1693,,,,,36,"F"
2894,,1694,,,,,97,"T"
2895,,1695,,,,,30,"F"
2896,,1696,,,,,55,"F"
2897,,1697,,,,,59,"T"
2898,,1698,,,,,24,"F"
2899,,1699,,,,,21,"F"
2900,,1700,,,,,10,"T"
2901,,1701,,,,,74,"F"
2902,,1702,,,,,4,"F"
2903,,1703,,,,,38,"T"
2904,,1704,,,,,15,"F"
2905,,1705,,,,,33,"F"
2906,,1706,,,,,40,"T"
2907,,1707,,,,,7,"F"
2908,,1708,,,,,79,"T"
2909,,1709,,,,,36,"F"
2910,,1710,,,,,38,"F"
2911,,1711,,,,,99,"F"
2912,,1712,,,,,12,"T"
2913,,1713,,,,,59,"F"
2914,,1714,,,,,77,"F"
2915,,1715,,,,,100,"T"
2916,,1716,,,,,53,"F"
2917,,1717,,,,,21,"F"
2918,,1718,,,,,40,"T"
2919,,1719,,,,,87,"F"
2920,,1720,,,,,64,"T"
2921,,1721,,,,,48,"T"
2922,,1722,,,,,23,"F"
2923,,1723,,,,,42,"F"
2924,,1724,,,,,94,"T"
2925,,1725,,,,,14,"T"
2926,,1726,,,,,70,"F"
2927,,1727,,,,,39,"F"
2928,,1728,,,,,55,"F"
2929,,1729,,,,,42,"F"
2930,,1730,,,,,98,"F"
2931,,1731,,,,,12,"T"
2932,,1732,,,,,60,"T"
2933,,1733,,,,,100,"F"
2934,,1734,,,,,36,"F"
2935,,1735,,,,,70,"T"
2936,,1736,,,,,81,"T"
2937,,1737,,,,,54,"T"
2938,,1738,,,,,29,"F"
2939,,1739,,,,,23,"F"
2940,,1740,,,,,3,"F"
2941,,1741,,,,,74,"F"
2942,,1742,,,,,94,"T"
2943,,1743,,,,,80,"T"
2944,,1744,,,,,60,"T"
2945,,1745,,,,,72,"F"
2946,,1746,,,,,21,"T"
2947,,1747,,,,,14,"T"
2948,,1748,,,,,69,"T"
2949,,1749,,,,,60,"T"
2950,,1750,,,,,46,"T"
2951,,1751,,,,,59,"F"
2952,,1752,,,,,22,"F"
2953,,1753,,,,,41,"T"
2954,,1754,,,,,29,"F"
2955,,1755,,,,,85,"T"
2956,,1756,,,,,65,"F"
2957,,1757,,,,,18,"F"
2958,,1758,,,,,64,"T"
2959,,1759,,,,,61,"F"
2960,,1760,,,,,6,"F"
2961,,1761,,,,,63,"F"
2962,,1762,,,,,27,"F"
2963,,1763,,,,,83,"T"
2964,,1764,,,,,7,"T"
2965,,1765,,,,,36,"F"
2966,,1766,,,,,23,"T"
2967,,1767,,,,,80,"F"
2968,,1768,,,,,72,"T"
2969,,1769,,,,,40,"F"
2970,,1770,,,,,69,"F"
2971,,1771,,,,,40,"T"
2972,,1772,,,,,30,"F"
2973,,1773,,,,,97,"F"
2974,,1774,,,,,32,"F"
2975,,1775,,,,,23,"T"
2976,,1776,,,,,28,"T"
2977,,1777,,,,,29,"F"
2978,,1778,,,,,55,"T"
2979,,1779,,,,,37,"T"
2980,,1780,,,,,90,"T"
2981,,1781,,,,,11,"F"
2982,,1782,,,,,77,"T"
2983,,1783,,,,,20,"T"
2984,,1784,,,,,74,"F"
2985,,1785,,,,,50,"T"
2986,,1786,,,,,28,"T"
2987,,1787,,,,,17,"T"
2988,,1788,,,,,10,"T"
2989,,1789,,,,,12,"T"
2990,,1790,,,,,85,"T"
2991,,1791,,,,,28,"F"
2992,,1792,,,,,14,"T"
2993,,1793,,,,,98,"F"
2994,,1794,,,,,61,"F"
2995,,1795,,,,,88,"T"
2996,,1796,,,,,48,"F"
2997,,1797,,,,,86,"T"
2998,,1798,,,,,55,"F"
2999,,1799,,,,,90,"T"
3000,,1800,,,,,3,"F"
3001,,1801,,,,,13,"F"
3002,,1802,,,,,70,"T"
3003,,1803,,,,,36,"T"
3004,,1804,,,,,41,"T"
3005,,1805,,,,,3,"T"
3006,,1806,,,,,76,"T"
3007,,1807,,,,,38,"F"
3008,,1808,,,,,91,"T"
3009,,1809,,,,,50,"T"
3010,,1810,,,,,28,"F"
3011,,1811,,,,,54,"T"
3012,,1812,,,,,3,"T"
3013,,1813,,,,,1,"F"
3014,,1814,,,,,29,"T"
3015,,1815,,,,,41,"F"
3016,,1816,,,,,63,"F"
3017,,1817,,,,,62,"F"
3018,,1818,,,,,78,"T"
3019,,1819,,,,,15,"T"
3020,,1820,,,,,15,"F"
3021,,1821,,,,,65,"F"
3022,,1822,,,,,99,"T"
3023,,1823,,,,,23,"T"
3024,,1824,,,,,33,"T"
3025,,1825,,,,,17,"F"
3026,,1826,,,,,21,"T"
3027,,1827,,,,,97,"F"
3028,,1828,,,,,85,"T"
3029,,1829,,,,,54,"T"
3030,,1830,,,,,44,"F"
3031,,1831,,,,,62,"F"
3032,,1832,,,,,71,"T"
3033,,1833,,,,,66,"F"
3034,,1834,,,,,94,"T"
3035,,1835,,,,,38,"F"
3036,,1836,,,,,71,"F"
3037,,1837,,,,,36,"T"
3038,,1838,,,,,49,"T"
3039,,1839,,,,,58,"T"
3040,,1840,,,,,88,"T"
3041,,1841,,,,,59,"F"
3042,,1842,,,,,63,"T"
3043,,1843,,,,,26,"T"
3044,,1844,,,,,42,"F"
3045,,1845,,,,,96,"F"
3046,,1846,,,,,42,"T"
3047,,1847,,,,,5,"F"
3048,,1848,,,,,47,"T"
3049,,1849,,,,,1,"F"
3050,,1850,,,,,39,"T"
3051,,1851,,,,,66,"F"
3052,,1852,,,,,3,"T"
3053,,1853,,,,,12,"T"
3054,,1854,,,,,8,"T"
3055,,1855,,,,,50,"F"
3056,,1856,,,,,54,"T"
3057,,1857,,,,,5,"T"
3058,,1858,,,,,100,"T"
3059,,1859,,,,,33,"F"
3060,,1860,,,,,3,"T"
3061,,1861,,,,,43,"T"
3062,,1862,,,,,53,"F"
3063,,1863,,,,,50,"T"
3064,,1864,,,,,24,"F"
3065,,1865,,,,,15,"T"
3066,,1866,,,,,25,"T"
3067,,1867,,,,,31,"F"
3068,,1868,,,,,51,"F"
3069,,1869,,,,,41,"T"
3070,,1870,,,,,40,"T"
3071,,1871,,,,,72,"F"
3072,,1872,,,,,70,"F"
3073,,1873,,,,,82,"F"
3074,,1874,,,,,74,"F"
3075,,1875,,,,,52,"T"
3076,,1876,,,,,17,"T"
3077,,1877,,,,,75,"F"
3078,,1878,,,,,28,"T"
3079,,1879,,,,,95,"T"
3080,,1880,,,,,36,"T"
3081,,1881,,,,,50,"F"
3082,,1882,,,,,61,"T"
3083,,1883,,,,,55,"F"
3084,,1884,,,,,81,"F"
3085,,1885,,,,,82,"F"
3086,,1886,,,,,44,"T"
3087,,1887,,,,,32,"F"
3088,,1888,,,,,98,"F"
3089,,1889,,,,,7,"T"
3090,,1890,,,,,62,"T"
3091,,1891,,,,,13,"T"
3092,,1892,,,,,50,"F"
3093,,1893,,,,,10,"T"
3094,,1894,,,,,27,"F"
3095,,1895,,,,,32,"F"
3096,,1896,,,,,28,"F"
3097,,1897,,,,,19,"F"
3098,,1898,,,,,20,"T"
3099,,1899,,,,,74,"T"
3100,,1900,,,,,16,"T"
3101,,1901,,,,,54,"F"
3102,,1902,,,,,1,"T"
3103,,1903,,,,,50,"T"
3104,,1904,,,,,50,"T"
3105,,1905,,,,,64,"T"
3106,,1906,,,,,65,"T"
3107,,1907,,,,,29,"F"
3108,,1908,,,,,82,"F"
3109,,1909,,,,,87,"F"
3110,,1910,,,,,93,"F"
3111,,1911,,,,,32,"T"
3112,,1912,,,,,18,"F"
3113,,1913,,,,,62,"T"
3114,,1914,,,,,41,"T"
3115,,1915,,,,,62,"T"
3116,,1916,,,,,38,"T"
3117,,1917,,,,,55,"F"
3118,,1918,,,,,12,"F"
3119,,1919,,,,,69,"F"
3120,,1920,,,,,64,"F"
3121,,1921,,,,,52,"F"
3122,,1922,,,,,1,"F"
3123,,1923,,,,,26,"T"
3124,,1924,,,,,26,"T"
3125,,1925,,,,,16,"T"
3126,,1926,,,,,62,"T"
3127,,1927,,,,,81,"F"
3128,,1928,,,,,100,"F"
3129,,1929,,,,,55,"T"
3130,,1930,,,,,49,"F"
3131,,1931,,,,,87,"T"
3132,,1932,,,,,87,"T"
3133,,1933,,,,,8,"F"
3134,,1934,,,,,21,"T"
3135,,1935,,,,,50,"T"
3136,,1936,,,,,39,"T"
3137,,1937,,,,,51,"F"
3138,,1938,,,,,23,"T"
3139,,1939,,,,,57,"T"
3140,,1940,,,,,58,"T"
3141,,1941,,,,,80,"F"
3142,,1942,,,,,82,"T"
3143,,1943,,,,,17,"F"
3144,,1944,,,,,83,"F"
3145,,1945,,,,,43,"T"
3146,,1946,,,,,46,"F"
3147,,1947,,,,,60,"T"
3148,,1948,,,,,51,"T"
3149,,1949,,,,,47,"T"
3150,,1950,,,,,34,"F"
3151,,1951,,,,,11,"F"
3152,,1952,,,,,13,"F"
3153,,1953,,,,,93,"F"
3154,,1954,,,,,30,"T"
3155,,1955,,,,,15,"F"
3156,,1956,,,,,5,"F"
3157,,1957,,,,,96,"T"
3158,,1958,,,,,53,"T"
3159,,1959,,,,,96,"F"
3160,,1960,,,,,37,"F"
3161,,1961,,,,,60,"T"
3162,,1962,,,,,61,"F"
3163,,1963,,,,,17,"T"
3164,,1964,,,,,98,"T"
3165,,1965,,,,,63,"F"
3166,,1966,,,,,68,"T"
3167,,1967,,,,,4,"F"
3168,,1968,,,,,52,"F"
3169,,1969,,,,,22,"T"
3170,,1970,,,,,55,"T"
3171,,1971,,,,,24,"T"
3172,,1972,,,,,10,"F"
3173,,1973,,,,,86,"T"
3174,,1974,,,,,13,"F"
3175,,1975,,,,,87,"F"
3176,,1976,,,,,5,"T"
3177,,1977,,,,,69,"F"
3178,,1978,,,,,64,"T"
3179,,1979,,,,,51,"T"
3180,,1980,,,,,52,"F"
3181,,1981,,,,,73,"T"
3182,,1982,,,,,59,"F"
3183,,1983,,,,,8,"T"
3184,,1984,,,,,19,"T"
3185,,1985,,,,,18,"F"
3186,,1986,,,,,74,"T"
3187,,1987,,,,,50,"F"
3188,,1988,,,,,74,"T"
3189,,1989,,,,,63,"T"
3190,,1990,,,,,22,"F"
3191,,1991,,,,,93,"F"
3192,,1992,,,,,99,"T"
3193,,1993,,,,,30,"F"
3194,,1994,,,,,42,"F"
3195,,1995,,,,,64,"F"
3196,,1996,,,,,77,"F"
3197,,1997,,,,,79,"F"
3198,,1998,,,,,60,"F"
3199,,1999,,,,,74,"F"
3200,,2000,,,,,53,"F"
3201,,2001,,,,,26,"T"
3202,,2002,,,,,58,"T"
3203,,2003,,,,,39,"F"
3204,,2004,,,,,67,"F"
3205,,2005,,,,,49,"T"
3206,,2006,,,,,15,"F"
3207,,2007,,,,,60,"T"
3208,,2008,,,,,88,"T"
3209,,2009,,,,,2,"F"
3210,,2010,,,,,50,"T"
3211,,2011,,,,,30,"T"
3212,,2012,,,,,50,"F"
3213,,2013,,,,,15,"T"
3214,,2014,,,,,43,"T"
3215,,2015,,,,,68,"F"
3216,,2016,,,,,97,"T"
3217,,2017,,,,,34,"F"
3218,,2018,,,,,57,"T"
3219,,2019,,,,,79,"F"
3220,,2020,,,,,98,"T"
3221,,2021,,,,,26,"T"
3222,,2022,,,,,45,"T"
3223,,2023,,,,,37,"F"
3224,,2024,,,,,51,"F"
3225,,2025,,,,,65,"F"
3226,,2026,,,,,86,"T"
3227,,2027,,,,,33,"F"
3228,,2028,,,,,64,"F"
3229,,2029,,,,,59,"F"
3230,,2030,,,,,8,"F"
3231,,2031,,,,,99,"T"
3232,,2032,,,,,92,"T"
3233,,2033,,,,,54,"T"
3234,,2034,,,,,44,"T"
3235,,2035,,,,,91,"T"
3236,,2036,,,,,30,"T"
3237,,2037,,,,,93,"T"
3238,,2038,,,,,80,"T"
3239,,2039,,,,,55,"T"
3240,,2040,,,,,3,"F"
3241,,2041,,,,,13,"T"
3242,,2042,,,,,97,"F"
3243,,2043,,,,,76,"F"
3244,,2044,,,,,12,"F"
3245,,2045,,,,,9,"T"
3246,,2046,,,,,67,"F"
3247,,2047,,,,,68,"F"
3248,,2048,,,,,79,"F"
3249,,2049,,,,,29,"F"
3250,,2050,,,,,75,"T"
