duracion,dia,id_servicio,ID_IPS,capacidad,capacidad_max,horainicio
77,16/12/2017 16:42,2042,76,25,1,20:29:30
37,6/11/2014 10:30,2043,28,13,25,12:48:32
12,1/04/2015 6:09,2044,9,22,23,15:51:10
36,22/07/2015 15:56,2045,9,5,5,20:44:50
86,2/02/2018 2:35,2046,12,8,11,20:05:23
2,13/11/2016 15:15,2047,77,15,11,18:17:01
83,27/10/2012 20:56,2048,46,16,2,6:43:31
33,26/12/2013 13:45,2049,29,11,29,8:40:14
77,3/08/2011 21:01,2050,51,30,24,16:07:43
32,1/01/2017 20:36,2051,96,17,7,17:06:37
28,13/12/2015 20:37,2052,25,10,28,12:47:28
72,17/01/2017 22:02,2053,13,26,15,4:38:27
74,6/09/2018 18:55,2054,53,3,16,7:54:16
78,18/12/2013 10:38,2055,73,24,3,23:50:48
67,23/05/2013 11:41,2056,90,17,22,6:57:16
2,17/07/2011 9:23,2057,80,7,7,3:43:26
30,30/12/2018 1:49,2058,6,19,20,21:07:13
86,23/03/2012 1:56,2059,45,1,29,7:33:30
60,22/09/2010 8:26,2060,29,6,25,22:13:24
24,27/05/2011 14:19,2061,45,21,3,13:31:11
57,22/11/2016 16:22,2062,53,10,30,11:15:27
8,23/01/2017 21:08,2063,100,6,6,2:34:35
87,12/12/2018 5:41,2064,97,10,13,10:07:05
68,17/04/2016 6:18,2065,5,7,13,16:18:39
85,26/01/2017 13:09,2066,86,26,15,4:53:52
27,12/03/2015 13:53,2067,87,23,5,9:08:28
58,21/10/2011 2:59,2068,38,22,18,16:12:59
38,2/11/2016 1:05,2069,84,12,16,0:47:36
0,29/11/2011 10:56,2070,71,3,22,10:15:21
68,25/09/2014 17:23,2071,86,10,23,4:27:52
27,17/09/2012 0:48,2072,41,20,22,13:44:09
4,15/06/2014 18:30,2073,36,24,13,18:09:23
38,4/11/2014 16:58,2074,25,2,22,11:15:46
26,13/12/2016 18:22,2075,4,12,25,9:18:36
68,3/12/2012 10:09,2076,81,6,13,1:43:26
65,29/04/2010 18:11,2077,30,25,19,9:49:57
36,31/03/2019 3:27,2078,88,5,2,17:45:16
67,5/03/2014 5:55,2079,30,16,1,14:17:23
15,15/02/2013 8:18,2080,82,26,23,12:10:45
7,23/02/2011 21:26,2081,76,23,2,4:49:06
46,26/11/2012 14:49,2082,24,29,10,0:17:06
7,16/04/2014 9:25,2083,4,23,21,6:11:25
61,25/02/2015 17:40,2084,51,15,25,9:53:45
42,10/12/2010 3:05,2085,39,11,10,23:52:44
9,30/09/2017 3:16,2086,19,17,13,16:51:23
15,22/03/2018 12:52,2087,73,23,26,23:02:51
60,11/03/2015 10:07,2088,39,16,3,8:49:23
19,13/12/2015 20:58,2089,33,9,30,1:47:13
31,26/08/2018 18:23,2090,60,8,12,9:03:47
82,2/01/2018 7:22,2091,60,14,15,23:52:30
12,28/04/2015 23:56,2092,4,10,18,13:39:35
0,21/05/2014 17:57,2093,34,6,14,1:31:20
81,20/12/2018 13:17,2094,51,28,7,9:59:06
45,13/10/2014 17:10,2095,15,1,21,20:15:50
56,15/02/2014 2:20,2096,11,21,12,19:15:23
62,28/05/2012 13:11,2097,88,8,29,21:23:26
0,27/05/2013 22:17,2098,95,1,1,4:47:43
12,29/12/2009 1:56,2099,63,30,21,17:25:10
15,2/12/2010 22:23,2100,66,13,26,17:21:54
16,29/07/2019 9:07,2101,26,30,14,20:15:03
13,14/10/2019 6:25,2102,43,29,4,23:01:18
57,21/08/2016 17:32,2103,96,26,23,0:29:45
54,12/01/2019 18:15,2104,16,2,14,13:09:12
52,17/02/2010 0:21,2105,87,2,23,0:13:46
69,8/05/2014 16:54,2106,49,7,28,15:41:00
47,1/02/2014 20:37,2107,56,19,9,22:08:51
46,4/01/2017 22:48,2108,79,30,2,13:42:59
80,19/09/2014 15:39,2109,46,11,8,6:42:04
13,9/11/2009 7:52,2110,14,5,18,15:48:11
82,28/11/2018 17:32,2111,100,21,9,12:25:14
76,20/01/2011 2:02,2112,62,12,4,5:36:11
39,6/11/2018 21:32,2113,27,15,9,23:21:41
11,27/03/2013 12:10,2114,1,24,14,23:01:56
83,14/06/2010 7:06,2115,52,12,10,14:03:01
30,20/08/2012 14:23,2116,19,20,16,13:22:59
33,8/06/2017 4:10,2117,51,9,30,13:14:02
0,28/07/2017 20:01,2118,4,18,15,3:35:12
21,5/10/2012 15:02,2119,39,1,1,2:47:53
48,18/11/2011 15:14,2120,94,10,24,1:08:21
83,20/09/2016 18:14,2121,7,3,21,15:48:58
71,15/11/2015 4:54,2122,53,27,26,16:19:05
87,28/07/2018 21:18,2123,99,20,7,4:58:29
29,6/11/2009 3:06,2124,93,14,2,9:55:23
39,29/09/2018 16:39,2125,36,7,16,19:53:01
21,31/01/2012 8:14,2126,47,30,10,12:37:34
14,25/10/2017 4:22,2127,86,16,12,20:04:59
30,9/11/2011 17:59,2128,19,20,5,11:42:35
73,7/11/2016 16:09,2129,40,10,23,17:53:20
47,27/07/2014 20:18,2130,25,4,11,15:24:33
90,10/10/2011 14:02,2131,50,30,9,14:00:55
14,10/08/2013 17:50,2132,63,24,19,2:44:14
14,13/12/2012 21:25,2133,54,17,13,18:11:55
15,1/05/2015 23:07,2134,14,21,2,13:18:50
26,22/02/2013 7:55,2135,84,23,6,9:45:58
43,12/08/2011 14:06,2136,90,25,30,17:29:27
51,6/02/2015 20:50,2137,89,3,28,10:53:10
45,25/01/2016 20:12,2138,84,30,7,20:23:16
87,11/03/2013 15:19,2139,82,21,4,6:55:35
26,15/04/2011 5:40,2140,95,6,27,11:43:39
17,26/07/2013 7:54,2141,88,19,19,3:28:30
2,31/10/2011 7:37,2142,59,20,5,12:45:08
72,22/11/2018 19:16,2143,25,8,2,14:11:27
50,25/07/2015 9:40,2144,81,16,4,11:20:58
21,18/11/2019 22:30,2145,91,10,13,4:20:01
61,26/07/2015 20:06,2146,84,6,9,2:26:00
83,26/01/2019 8:13,2147,29,2,14,0:34:44
21,31/01/2011 6:15,2148,55,9,15,22:16:43
86,8/01/2018 11:04,2149,45,5,25,3:06:51
0,29/10/2010 5:27,2150,14,15,2,3:46:50
33,29/06/2010 18:47,2151,22,16,17,2:35:58
3,26/06/2018 4:27,2152,27,19,7,3:06:02
70,5/05/2010 20:28,2153,80,9,10,8:48:39
23,13/01/2018 18:50,2154,8,23,28,11:32:34
67,13/08/2019 16:22,2155,12,3,23,19:17:23
38,13/01/2014 12:07,2156,81,3,20,1:24:54
48,1/07/2016 11:26,2157,52,28,8,20:37:07
84,11/05/2010 6:20,2158,96,9,21,22:07:02
50,8/02/2015 20:50,2159,19,7,24,10:30:38
86,23/07/2011 21:11,2160,25,2,8,12:55:19
74,17/06/2017 4:57,2161,88,10,9,18:06:23
85,25/04/2012 4:54,2162,61,1,4,14:13:09
7,6/03/2012 0:03,2163,83,29,10,8:57:06
40,1/07/2018 18:30,2164,33,12,30,9:56:15
5,24/11/2019 17:05,2165,79,22,29,19:11:54
78,28/07/2010 16:38,2166,95,4,4,5:31:06
70,3/01/2014 6:50,2167,7,24,25,14:34:50
1,26/03/2011 20:48,2168,52,11,20,15:51:34
50,16/02/2011 15:12,2169,4,12,22,12:03:27
82,10/11/2014 15:48,2170,89,24,26,19:25:56
16,14/09/2013 1:49,2171,90,24,26,0:51:14
48,16/08/2013 17:20,2172,70,5,18,18:32:04
47,22/12/2010 8:56,2173,81,29,17,2:56:23
52,20/06/2016 11:54,2174,83,11,30,15:46:41
49,6/08/2018 17:23,2175,94,30,26,9:03:59
28,10/10/2014 8:44,2176,12,9,8,21:13:35
44,7/11/2009 0:19,2177,13,12,12,0:09:20
90,6/03/2018 11:26,2178,92,11,26,17:00:37
17,29/11/2013 16:35,2179,43,19,11,17:21:23
77,15/03/2018 23:49,2180,33,26,7,7:47:56
21,2/08/2016 13:19,2181,4,12,4,13:00:50
71,13/09/2017 22:38,2182,71,28,22,23:43:56
42,22/11/2013 15:04,2183,61,18,18,13:03:36
7,6/12/2010 11:41,2184,72,28,16,15:38:07
36,24/06/2015 1:41,2185,56,16,17,22:21:10
16,19/03/2015 2:33,2186,99,15,19,12:32:28
61,25/01/2019 18:45,2187,61,3,3,6:48:33
44,5/09/2010 20:14,2188,87,1,19,21:03:38
1,29/01/2017 23:57,2189,51,6,1,19:33:08
47,21/08/2016 11:59,2190,14,16,13,0:16:32
82,10/05/2019 21:42,2191,18,30,10,8:16:55
25,9/09/2016 19:01,2192,37,9,3,19:59:15
66,15/01/2014 1:02,2193,61,9,14,9:33:44
71,4/03/2012 22:55,2194,83,21,2,0:37:31
1,21/11/2013 3:50,2195,49,26,8,18:11:34
12,4/06/2016 0:53,2196,4,4,9,18:14:48
76,10/12/2017 7:20,2197,25,24,17,17:15:28
18,7/10/2011 22:26,2198,64,6,28,20:46:08
25,25/09/2016 0:28,2199,6,18,3,4:09:48
85,4/06/2019 11:48,2200,68,28,20,20:43:45
82,6/02/2011 16:48,2201,57,23,30,6:53:34
62,7/11/2017 17:42,2202,33,18,26,21:59:04
35,23/05/2012 11:55,2203,58,8,2,7:25:58
6,6/06/2012 21:30,2204,10,1,23,22:55:26
81,20/10/2017 4:23,2205,55,14,4,11:01:34
26,24/03/2017 17:35,2206,11,22,12,2:13:28
49,18/06/2012 4:15,2207,33,5,29,7:30:09
73,17/09/2016 20:42,2208,63,11,9,12:30:35
26,20/01/2018 9:14,2209,91,7,22,9:28:52
55,27/08/2018 0:58,2210,25,23,17,7:13:10
23,21/10/2013 17:26,2211,44,17,4,6:24:57
54,6/01/2012 22:56,2212,1,16,4,14:33:56
75,2/11/2012 1:05,2213,97,5,9,5:13:36
69,25/04/2018 10:54,2214,72,17,16,2:54:49
76,20/09/2013 5:39,2215,91,1,15,20:17:22
29,7/03/2013 13:47,2216,100,26,11,13:48:11
54,13/12/2011 16:03,2217,53,20,21,0:29:28
71,23/02/2011 16:22,2218,74,23,30,3:48:09
82,21/04/2013 11:50,2219,52,21,29,19:23:30
27,8/08/2018 11:45,2220,29,7,3,3:23:18
43,28/11/2019 17:11,2221,50,23,10,21:05:09
6,24/06/2014 2:41,2222,1,21,7,7:10:19
32,23/09/2013 14:09,2223,76,27,13,18:01:16
56,15/06/2011 13:00,2224,9,22,9,20:29:32
4,1/04/2016 15:25,2225,8,30,22,5:02:53
61,13/06/2016 19:50,2226,88,21,2,10:17:00
47,23/07/2015 10:19,2227,37,14,20,20:32:00
28,27/09/2018 6:00,2228,69,16,16,7:07:34
21,14/10/2010 22:46,2229,83,9,22,0:54:40
21,20/05/2016 17:00,2230,69,13,2,0:16:05
21,23/01/2018 21:53,2231,7,2,13,12:43:50
35,12/05/2013 15:13,2232,27,25,16,7:11:46
41,25/04/2015 21:20,2233,89,17,9,22:48:53
43,8/09/2015 23:06,2234,23,20,21,2:08:33
72,6/01/2018 21:05,2235,16,25,29,21:21:28
26,4/04/2011 19:19,2236,61,28,10,22:00:57
71,28/11/2011 7:03,2237,28,4,4,13:36:23
89,27/02/2014 3:41,2238,99,25,11,5:56:52
25,25/12/2016 13:45,2239,4,12,5,7:23:39
58,31/03/2018 1:51,2240,28,27,16,20:40:31
13,27/07/2018 20:41,2241,80,12,27,23:54:34
65,30/10/2013 6:14,2242,9,10,1,19:34:24
16,1/05/2017 10:45,2243,32,14,20,13:48:27
76,14/07/2018 23:58,2244,67,9,11,18:06:17
13,31/01/2013 18:58,2245,30,7,7,9:11:55
35,13/12/2014 14:01,2246,22,7,5,4:38:52
13,8/09/2016 10:00,2247,60,12,7,6:55:09
58,27/12/2017 20:30,2248,81,3,21,4:42:58
72,17/12/2009 0:18,2249,45,27,17,19:14:19
22,27/10/2017 15:07,2250,90,24,25,23:37:24
64,23/11/2013 13:02,2251,53,21,29,13:30:16
60,29/07/2017 10:50,2252,63,6,3,18:03:39
17,13/06/2013 2:35,2253,27,22,9,2:42:29
30,14/08/2018 20:36,2254,16,20,18,17:03:21
70,28/02/2013 8:57,2255,69,26,7,2:34:41
70,21/07/2014 8:30,2256,62,2,30,9:07:16
67,18/07/2015 12:24,2257,1,9,10,11:20:47
55,24/01/2019 5:27,2258,34,4,10,15:12:47
47,1/08/2018 20:02,2259,87,6,26,2:01:27
23,29/05/2011 13:30,2260,40,7,30,10:46:37
46,30/04/2013 13:48,2261,35,5,21,16:32:59
89,13/08/2011 12:32,2262,39,18,20,20:53:20
69,13/06/2016 1:05,2263,91,24,18,5:10:23
0,26/08/2015 7:17,2264,10,13,16,7:34:46
21,9/11/2010 3:28,2265,70,15,25,10:57:44
19,6/09/2010 9:25,2266,70,7,15,9:37:58
84,23/04/2016 0:15,2267,69,16,9,10:11:26
71,22/05/2016 11:47,2268,43,26,13,9:13:23
1,8/03/2018 2:04,2269,20,30,5,10:02:26
79,22/12/2014 23:09,2270,30,1,19,19:31:37
89,28/06/2016 14:49,2271,24,28,25,20:24:56
85,3/07/2010 22:28,2272,3,12,8,10:28:06
72,9/05/2018 16:02,2273,22,7,7,6:29:22
60,26/01/2014 7:11,2274,22,7,16,2:48:25
66,19/12/2015 10:46,2275,8,5,28,16:00:17
15,20/02/2012 0:46,2276,77,30,12,21:13:24
45,24/08/2010 12:03,2277,34,16,18,7:56:19
15,23/05/2017 18:06,2278,91,27,15,10:56:18
62,29/07/2013 22:14,2279,17,11,10,1:43:17
6,10/03/2017 11:08,2280,3,7,8,2:58:21
54,28/01/2018 8:16,2281,2,23,5,19:01:16
75,31/12/2016 19:14,2282,1,3,16,9:39:37
25,14/10/2013 13:26,2283,32,5,25,16:41:46
23,6/10/2012 19:37,2284,6,8,27,18:58:14
65,30/07/2018 17:46,2285,12,24,14,4:42:32
0,18/10/2018 2:10,2286,55,1,18,15:39:08
64,25/12/2014 5:04,2287,47,12,20,22:57:31
67,10/06/2018 18:39,2288,3,12,15,10:05:28
20,15/01/2015 5:31,2289,2,12,4,8:32:57
69,22/09/2012 19:04,2290,57,27,1,2:53:27
88,4/12/2014 3:21,2291,57,20,9,0:30:25
39,9/06/2018 10:31,2292,66,11,25,9:21:55
40,18/12/2010 16:33,2293,26,3,4,19:49:01
6,22/05/2015 20:04,2294,95,24,25,6:23:52
58,17/09/2010 13:49,2295,55,24,29,22:45:34
32,16/07/2019 12:15,2296,43,24,17,8:40:36
21,24/10/2017 0:59,2297,91,25,14,5:56:24
39,14/02/2016 2:25,2298,17,7,18,15:14:54
57,21/08/2016 2:51,2299,94,22,11,11:42:35
70,13/02/2011 19:27,2300,10,25,24,0:39:13
16,18/01/2010 2:20,2301,9,28,18,20:55:56
79,2/07/2014 17:55,2302,21,18,21,10:57:24
54,7/04/2016 3:56,2303,32,4,9,14:43:30
75,12/08/2012 11:40,2304,91,6,17,11:40:13
77,22/08/2013 22:05,2305,21,6,10,16:56:05
41,22/03/2019 7:26,2306,5,24,4,8:56:01
7,18/12/2016 10:40,2307,49,1,25,21:36:53
57,12/03/2016 15:54,2308,79,10,30,17:39:11
47,26/02/2017 20:47,2309,16,17,8,9:33:30
39,1/02/2014 9:54,2310,48,15,3,22:10:55
12,20/11/2009 13:23,2311,42,27,14,18:19:49
12,28/11/2011 6:05,2312,20,11,14,19:43:54
36,10/11/2009 0:15,2313,62,22,26,0:54:38
80,12/11/2014 16:59,2314,23,29,7,0:27:40
60,17/11/2018 8:26,2315,46,7,13,10:45:21
31,12/08/2015 10:37,2316,8,29,2,6:10:06
66,3/01/2012 3:07,2317,77,24,18,12:38:20
8,1/11/2017 22:39,2318,89,8,8,14:58:26
64,29/09/2015 16:47,2319,77,27,21,13:25:08
86,15/05/2018 11:18,2320,70,26,28,18:40:16
12,20/05/2019 20:50,2321,36,6,23,7:21:29
13,29/12/2014 9:53,2322,62,16,18,13:18:03
19,12/02/2015 17:17,2323,13,14,30,11:25:07
35,19/04/2015 9:33,2324,44,3,11,19:39:11
20,2/12/2016 22:09,2325,17,3,24,12:12:19
9,20/04/2011 7:46,2326,94,22,20,23:28:18
88,21/10/2015 10:08,2327,81,29,27,17:15:10
61,2/06/2011 10:27,2328,24,10,9,5:47:06
25,22/10/2011 19:06,2329,61,27,27,7:41:50
89,13/12/2013 18:00,2330,45,9,9,7:16:07
74,10/05/2012 11:34,2331,20,29,3,4:39:04
51,17/09/2014 21:54,2332,95,19,24,15:32:37
19,16/07/2015 6:29,2333,62,18,18,6:58:51
24,6/07/2013 11:00,2334,2,6,4,15:37:39
89,18/09/2019 10:07,2335,64,28,29,16:22:42
3,21/06/2014 20:03,2336,48,4,8,10:17:20
86,25/08/2015 2:02,2337,17,9,8,18:14:22
39,22/08/2012 4:54,2338,5,14,7,8:37:14
33,9/07/2012 5:56,2339,15,7,26,21:05:22
29,2/07/2015 7:46,2340,20,8,15,0:29:14
40,23/01/2015 7:46,2341,65,11,22,17:59:39
32,10/01/2019 20:59,2342,13,17,11,16:04:29
83,21/09/2015 7:14,2343,82,26,9,19:54:07
68,15/01/2013 14:14,2344,62,24,28,4:56:54
66,1/05/2017 2:42,2345,19,9,27,16:30:55
24,5/01/2010 13:13,2346,45,17,20,2:04:14
46,25/06/2010 0:28,2347,44,5,18,17:54:34
52,16/09/2019 12:42,2348,99,3,29,7:33:21
36,10/09/2016 8:58,2349,61,7,6,15:20:37
39,1/09/2015 22:33,2350,11,18,20,9:36:47
33,2/12/2013 0:20,2351,26,14,29,3:05:58
19,24/11/2010 9:21,2352,90,23,16,10:57:32
88,29/05/2016 9:29,2353,89,9,8,7:13:39
11,2/03/2010 9:44,2354,87,7,16,15:15:12
82,13/01/2017 8:57,2355,10,3,20,22:01:50
42,2/11/2016 5:56,2356,77,12,16,23:34:44
45,28/05/2019 20:46,2357,56,3,28,6:47:51
80,1/04/2012 15:50,2358,64,25,29,16:48:06
58,23/12/2014 22:53,2359,24,21,26,18:51:42
6,21/12/2018 1:14,2360,41,16,11,4:02:18
16,1/03/2016 15:40,2361,22,18,8,11:32:59
1,30/03/2019 1:20,2362,84,15,9,5:22:27
47,11/11/2016 18:52,2363,90,18,15,8:18:32
82,26/05/2018 8:20,2364,95,26,16,6:49:57
10,22/03/2010 8:40,2365,10,2,24,22:08:43
73,20/10/2017 7:32,2366,17,21,17,19:57:22
62,24/04/2016 16:30,2367,51,7,26,2:36:57
30,25/11/2019 3:27,2368,97,25,1,2:05:36
34,6/08/2018 18:20,2369,2,5,19,20:25:01
28,11/12/2017 22:40,2370,56,23,29,12:23:51
50,28/11/2010 11:39,2371,81,24,30,19:58:41
19,24/02/2016 0:34,2372,90,27,4,8:28:37
89,22/02/2014 7:08,2373,4,24,6,1:32:32
20,16/02/2010 16:24,2374,38,10,5,7:38:55
88,17/11/2013 11:30,2375,88,20,12,4:29:49
66,20/10/2016 14:23,2376,49,6,25,5:27:58
44,1/12/2011 23:37,2377,72,30,7,20:20:11
80,10/10/2015 17:27,2378,53,6,28,17:51:39
35,21/06/2019 12:29,2379,90,20,23,17:14:39
57,2/06/2010 14:06,2380,1,28,29,12:09:01
68,21/06/2015 10:57,2381,36,2,12,20:17:12
2,6/03/2011 22:46,2382,60,7,30,21:54:22
85,9/05/2015 20:35,2383,97,3,21,21:05:42
18,28/10/2017 16:29,2384,80,13,29,5:12:46
82,18/01/2019 9:29,2385,55,2,2,22:27:56
86,27/12/2017 4:01,2386,32,3,27,11:33:31
23,7/12/2010 15:40,2387,15,3,14,0:20:24
11,13/11/2019 17:49,2388,50,23,1,18:13:14
14,16/12/2013 15:00,2389,100,3,9,13:01:14
45,27/04/2012 0:53,2390,59,4,16,13:09:48
27,13/10/2017 23:19,2391,28,29,3,23:43:01
29,18/11/2017 14:09,2392,37,23,9,20:35:32
1,8/04/2016 8:24,2393,35,22,24,23:54:12
22,12/12/2011 17:24,2394,78,22,18,3:18:46
74,14/04/2019 6:34,2395,69,6,27,14:14:57
88,16/04/2011 16:15,2396,12,25,26,5:17:07
18,15/05/2017 13:51,2397,97,18,2,4:14:40
64,9/11/2016 0:29,2398,4,23,4,16:07:11
47,6/07/2014 17:14,2399,77,2,15,5:52:22
46,21/05/2012 1:12,2400,42,27,8,0:36:16
29,23/03/2015 4:21,2401,100,26,23,17:33:30
51,19/05/2019 8:47,2402,14,12,11,18:11:32
86,21/03/2014 11:05,2403,73,13,9,7:23:57
26,29/04/2014 20:02,2404,54,14,4,5:39:09
67,10/09/2013 17:52,2405,68,2,24,22:32:49
15,26/01/2014 13:27,2406,95,9,27,3:15:58
44,24/07/2011 6:55,2407,30,28,11,2:27:37
74,21/08/2019 21:25,2408,1,25,3,6:43:06
72,10/01/2016 6:36,2409,93,16,14,14:02:19
56,26/09/2019 4:35,2410,94,14,13,19:24:41
90,12/06/2019 16:25,2411,19,30,20,15:52:18
23,1/11/2009 0:26,2412,88,5,1,6:03:38
32,13/08/2011 9:27,2413,38,28,28,14:32:35
50,19/08/2014 22:30,2414,89,7,11,0:12:50
46,31/05/2010 8:09,2415,22,22,1,16:29:04
17,11/06/2010 2:29,2416,90,28,11,14:54:21
86,10/12/2014 20:45,2417,68,14,17,1:31:39
83,1/04/2016 9:27,2418,22,30,6,23:17:00
5,19/12/2011 7:58,2419,36,20,4,0:57:36
50,20/07/2011 19:59,2420,28,11,27,6:42:03
22,14/04/2013 1:20,2421,98,17,14,12:11:11
25,18/08/2017 1:14,2422,11,11,4,14:38:49
85,4/03/2013 3:30,2423,39,20,1,17:12:01
16,29/05/2011 5:49,2424,78,5,15,8:35:01
6,28/02/2011 22:05,2425,30,28,24,18:02:09
71,31/01/2018 11:56,2426,73,30,27,11:52:48
22,29/07/2012 19:44,2427,45,18,19,20:24:46
24,9/12/2012 8:39,2428,56,1,24,5:16:55
6,1/06/2011 19:07,2429,65,18,21,8:49:42
43,9/05/2014 12:58,2430,30,1,4,0:40:41
18,30/04/2012 20:59,2431,81,20,14,9:19:15
15,26/01/2018 1:32,2432,97,25,19,15:31:09
64,1/03/2010 9:00,2433,95,17,17,12:42:55
50,15/04/2010 21:29,2434,63,14,14,2:35:20
45,13/06/2013 13:09,2435,60,10,2,16:35:04
47,12/11/2016 19:02,2436,51,18,10,8:42:05
83,7/02/2012 22:37,2437,26,6,12,1:22:49
51,5/09/2016 1:20,2438,63,25,14,11:38:06
16,17/04/2019 17:01,2439,70,19,8,8:35:55
84,17/04/2015 15:30,2440,89,13,16,11:14:01
37,7/07/2010 14:42,2441,43,3,12,2:17:07
13,5/02/2015 16:17,2442,55,11,12,9:03:38
48,8/07/2013 11:32,2443,21,7,9,2:33:00
2,4/01/2016 6:27,2444,17,5,7,21:15:17
40,10/06/2019 19:51,2445,82,4,11,22:22:44
6,4/11/2013 3:32,2446,42,4,15,6:31:10
63,16/08/2011 12:14,2447,2,30,9,21:22:06
86,29/02/2016 14:22,2448,46,7,17,7:01:44
10,9/02/2012 0:47,2449,52,25,2,14:56:25
2,7/02/2018 4:31,2450,36,19,14,23:40:13
62,23/11/2010 12:22,2451,81,18,3,7:23:18
50,1/01/2017 16:35,2452,15,6,17,12:23:48
13,16/09/2011 17:45,2453,67,26,18,0:05:06
55,29/12/2014 16:58,2454,7,3,23,11:00:21
59,2/04/2018 8:23,2455,16,13,13,14:24:30
18,30/11/2014 8:59,2456,88,18,6,9:27:45
37,22/02/2015 23:15,2457,10,4,26,14:57:12
9,21/03/2018 6:44,2458,37,17,27,0:16:03
67,14/10/2019 5:47,2459,76,19,23,20:56:51
44,11/12/2013 2:35,2460,15,6,16,15:09:24
68,15/04/2010 21:44,2461,72,3,14,19:15:25
89,8/05/2014 5:45,2462,88,3,5,20:22:48
68,10/09/2010 23:04,2463,71,7,5,15:01:27
10,19/04/2016 20:04,2464,38,17,29,19:45:01
87,28/11/2018 11:33,2465,12,6,28,11:59:04
85,10/02/2012 21:18,2466,38,6,26,13:15:51
64,9/09/2010 8:25,2467,57,24,7,14:39:57
10,27/12/2016 17:16,2468,93,27,9,21:39:07
33,21/11/2016 22:57,2469,53,26,29,12:44:43
88,26/05/2019 10:18,2470,66,2,20,9:05:51
36,18/07/2015 12:32,2471,56,14,24,23:42:07
77,2/01/2014 17:13,2472,61,17,18,13:53:27
50,1/12/2013 0:33,2473,34,4,11,23:50:33
78,24/07/2012 17:52,2474,10,4,18,21:03:12
35,1/02/2012 18:03,2475,69,22,26,5:48:14
42,15/12/2018 0:56,2476,26,4,8,23:04:59
19,12/02/2012 7:42,2477,96,29,5,16:04:06
53,14/01/2011 23:39,2478,23,27,27,12:17:08
33,1/04/2016 6:20,2479,89,27,17,5:25:55
47,9/11/2012 13:13,2480,85,7,19,15:28:42
1,18/01/2015 6:25,2481,24,21,14,1:20:06
79,11/12/2012 13:35,2482,19,8,24,20:06:50
44,14/08/2019 4:27,2483,34,17,11,8:29:18
58,4/11/2013 16:43,2484,86,20,30,21:57:13
54,26/07/2019 20:57,2485,23,27,30,7:34:12
59,24/11/2015 17:44,2486,12,20,24,2:59:08
64,22/10/2016 1:28,2487,24,9,17,7:42:20
57,8/07/2012 20:18,2488,53,25,27,23:32:47
46,4/06/2016 22:42,2489,77,28,29,1:22:01
22,29/05/2010 11:35,2490,68,3,4,11:31:15
51,31/12/2015 2:41,2491,2,26,15,6:33:41
82,13/11/2018 13:25,2492,21,23,24,0:09:15
47,29/04/2013 15:00,2493,27,30,11,6:51:19
12,17/10/2017 6:36,2494,26,18,8,6:51:55
89,10/10/2018 5:35,2495,48,1,13,2:12:17
67,30/10/2017 9:20,2496,57,22,22,16:22:35
44,5/05/2011 11:24,2497,63,28,19,21:51:18
51,24/09/2018 3:56,2498,54,19,15,1:45:11
38,17/07/2014 10:28,2499,51,27,12,15:19:05
61,11/08/2019 20:51,2500,9,4,27,3:54:52
41,12/05/2013 5:33,2501,60,8,22,12:47:16
86,10/03/2017 2:26,2502,4,14,20,0:35:35
70,4/06/2013 21:32,2503,67,29,29,16:18:42
69,17/10/2013 20:17,2504,61,20,26,0:10:58
65,30/01/2013 5:58,2505,96,23,27,18:28:51
87,2/09/2011 4:19,2506,98,29,4,5:12:42
28,26/04/2013 16:14,2507,84,4,19,7:23:54
16,14/02/2014 15:46,2508,20,2,3,7:52:32
26,26/09/2018 16:36,2509,22,8,29,6:43:09
21,6/06/2016 23:55,2510,38,21,11,1:58:16
62,8/04/2013 12:52,2511,27,27,27,8:39:43
70,6/11/2011 1:55,2512,97,18,29,0:20:49
21,23/02/2013 8:41,2513,34,28,3,10:34:26
29,26/03/2014 15:03,2514,89,1,9,18:02:17
80,29/09/2018 7:45,2515,75,7,17,17:59:26
44,6/08/2018 3:04,2516,2,13,18,8:39:16
47,1/03/2019 7:33,2517,77,20,11,15:07:55
65,26/05/2010 16:36,2518,77,30,18,23:55:31
27,26/09/2013 0:06,2519,30,1,12,21:56:23
27,2/11/2018 6:31,2520,33,1,15,11:56:08
32,11/05/2014 13:03,2521,12,20,3,6:53:09
37,19/10/2018 13:35,2522,32,11,6,11:25:29
38,9/09/2013 0:18,2523,14,29,28,23:21:44
35,16/03/2018 21:02,2524,3,18,9,7:53:18
63,6/12/2010 2:42,2525,38,1,26,4:52:52
45,16/02/2016 20:37,2526,2,22,11,7:28:54
68,12/09/2015 0:59,2527,39,7,12,12:25:53
80,15/04/2017 0:57,2528,42,1,22,19:05:15
57,4/12/2016 5:25,2529,93,10,16,14:56:43
16,4/11/2014 14:40,2530,73,25,29,15:40:17
65,10/05/2015 3:38,2531,93,4,14,6:04:48
90,18/03/2012 10:05,2532,46,23,26,1:53:55
57,22/01/2019 20:39,2533,13,22,1,17:45:08
76,9/11/2010 12:45,2534,33,8,20,14:26:52
0,25/06/2015 13:44,2535,78,8,23,1:52:29
21,29/10/2012 1:29,2536,87,17,24,19:55:05
6,28/08/2018 19:37,2537,78,30,13,4:10:46
59,23/09/2013 11:49,2538,94,1,1,17:47:31
15,27/01/2018 6:06,2539,98,19,6,20:47:36
